spectrum_id,file_name,rruff_official_id,rruff_official_name,rruff_url,excitation_nm,rruff_status,label_category_final,split_v3,qc_status,qc_reason,recommended_action,provenance_confidence
PARENT_0243,Reedmergnerite__R060096__Raman__780__0__unoriented__Raman_Data_RAW__27643,R060096,Reedmergnerite,https://rruff.info/R060096,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0244,Rubicline__R070044__Raman__785__0__unoriented__Raman_Data_RAW__17304,R070044,Rubicline,https://rruff.info/R070044,785.0,The identification of this mineral is not yet confirmed.,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0245,Rubicline__R070044__Raman__532__0__unoriented__Raman_Data_RAW__17306,R070044,Rubicline,https://rruff.info/R070044,532.0,The identification of this mineral is not yet confirmed.,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0563,Epidote__R040089__Raman__514__0__unoriented__Raman_Data_RAW__9458,R040089,Epidote,https://rruff.info/R040089,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0564,Epidote__R040089__Raman__780__0__unoriented__Raman_Data_RAW__24821,R040089,Epidote,https://rruff.info/R040089,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0565,Epidote__R040089__Raman__532__0__unoriented__Raman_Data_RAW__24823,R040089,Epidote,https://rruff.info/R040089,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0566,Epidote__R040092__Raman__532__0__unoriented__Raman_Data_RAW__15692,R040092,Epidote,https://rruff.info/R040092,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0567,Epidote__R040092__Raman__785__0__unoriented__Raman_Data_RAW__15695,R040092,Epidote,https://rruff.info/R040092,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0568,Epidote__R050064__Raman__514__0__unoriented__Raman_Data_RAW__9970,R050064,Epidote,https://rruff.info/R050064,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0569,Epidote__R050064__Raman__785__0__unoriented__Raman_Data_RAW__21233,R050064,Epidote,https://rruff.info/R050064,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0570,Epidote__R050064__Raman__532__0__unoriented__Raman_Data_RAW__21235,R050064,Epidote,https://rruff.info/R050064,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0571,Epidote__R050131__Raman__780__0__unoriented__Raman_Data_RAW__27276,R050131,Epidote,https://rruff.info/R050131,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0572,Epidote__R050131__Raman__532__0__unoriented__Raman_Data_RAW__27278,R050131,Epidote,https://rruff.info/R050131,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0573,Epidote__R050191__Raman__514__0__unoriented__Raman_Data_RAW__10213,R050191,Epidote,https://rruff.info/R050191,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0574,Epidote__R050191__Raman__780__0__unoriented__Raman_Data_RAW__27801,R050191,Epidote,https://rruff.info/R050191,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0575,Epidote__R050191__Raman__532__0__unoriented__Raman_Data_RAW__27799,R050191,Epidote,https://rruff.info/R050191,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0576,Epidote__R050202__Raman__514__0__unoriented__Raman_Data_RAW__10591,R050202,Epidote,https://rruff.info/R050202,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0577,Epidote__R050202__Raman__532__0__unoriented__Raman_Data_RAW__27864,R050202,Epidote,https://rruff.info/R050202,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0578,Epidote__R050202__Raman__780__0__unoriented__Raman_Data_RAW__27878,R050202,Epidote,https://rruff.info/R050202,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0579,Epidote__X050073.4__Raman__785__0__unoriented__Raman_Data_Processed__6539,X050073,Epidote,https://rruff.info/X050073,785.0,The identification of this mineral has been determined only by Raman spectroscopy,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,retain_after_manual_qc,verified_public_database_record
PARENT_0580,Epidote__R050303__Raman__514__0__unoriented__Raman_Data_RAW__10741,R050303,Epidote,https://rruff.info/R050303,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0581,Epidote__R050303__Raman__532__0__unoriented__Raman_Data_RAW__28732,R050303,Epidote,https://rruff.info/R050303,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0582,Epidote__R050303__Raman__780__0__unoriented__Raman_Data_RAW__28734,R050303,Epidote,https://rruff.info/R050303,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0583,Epidote__R070205__Raman__785__0__unoriented__Raman_Data_RAW__19340,R070205,Epidote,https://rruff.info/R070205,785.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0584,Epidote__R070205__Raman__532__0__unoriented__Raman_Data_RAW__19342,R070205,Epidote,https://rruff.info/R070205,532.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0585,Epidote__R100129__Raman__532__0__unoriented__Raman_Data_RAW__34465,R100129,Epidote,https://rruff.info/R100129,532.0,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0586,Epidote__R100129__Raman__780__0__unoriented__Raman_Data_RAW__34467,R100129,Epidote,https://rruff.info/R100129,780.0,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0587,Epidote__R100148__Raman__532__0__unoriented__Raman_Data_RAW__34593,R100148,Epidote,https://rruff.info/R100148,532.0,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0588,Epidote__R100148__Raman__780__0__unoriented__Raman_Data_RAW__34595,R100148,Epidote,https://rruff.info/R100148,780.0,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0589,Epidote__R110127__Raman__532__0__unoriented__Raman_Data_RAW__35621,R110127,Epidote,https://rruff.info/R110127,532.0,The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0590,Epidote__R110127__Raman__780__0__unoriented__Raman_Data_RAW__35619,R110127,Epidote,https://rruff.info/R110127,780.0,The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0591,Epidote__R110129__Raman__532__0__unoriented__Raman_Data_RAW__35645,R110129,Epidote,https://rruff.info/R110129,532.0,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0592,Epidote__R110129__Raman__780__0__unoriented__Raman_Data_RAW__35647,R110129,Epidote,https://rruff.info/R110129,780.0,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0593,Topaz__R040121__Raman__514__0__unoriented__Raman_Data_RAW__9528,R040121,Topaz,https://rruff.info/R040121,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0594,Topaz__R040121__Raman__532__0__unoriented__Raman_Data_RAW__19711,R040121,Topaz,https://rruff.info/R040121,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0595,Topaz__R040121__Raman__785__0__unoriented__Raman_Data_RAW__19713,R040121,Topaz,https://rruff.info/R040121,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0596,Topaz__R050176__Raman__514__0__unoriented__Raman_Data_RAW__12454,R050176,Topaz,https://rruff.info/R050176,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0597,Topaz__R050176__Raman__780__0__unoriented__Raman_Data_RAW__31431,R050176,Topaz,https://rruff.info/R050176,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0598,Topaz__R050176__Raman__532__0__unoriented__Raman_Data_RAW__31433,R050176,Topaz,https://rruff.info/R050176,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0599,Topaz__R050199__Raman__514__0__unoriented__Raman_Data_RAW__10229,R050199,Topaz,https://rruff.info/R050199,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0600,Topaz__R050200__Raman__514__0__unoriented__Raman_Data_RAW__6337,R050200,Topaz,https://rruff.info/R050200,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0601,Topaz__X050165.3__Raman__785__0__unoriented__Raman_Data_Processed__6699,X050165,Topaz,https://rruff.info/X050165,785.0,The identification of this mineral has been determined only by Raman spectroscopy,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,retain_after_manual_qc,verified_public_database_record
PARENT_0602,Topaz__R050404__Raman__514__0__unoriented__Raman_Data_RAW__10860,R050404,Topaz,https://rruff.info/R050404,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0603,Topaz__R050404__Raman__532__0__unoriented__Raman_Data_RAW__31435,R050404,Topaz,https://rruff.info/R050404,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0604,Topaz__R050404__Raman__780__0__unoriented__Raman_Data_RAW__31437,R050404,Topaz,https://rruff.info/R050404,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0605,Topaz__R050405__Raman__514__0__unoriented__Raman_Data_RAW__10862,R050405,Topaz,https://rruff.info/R050405,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0606,Topaz__R050405__Raman__532__0__unoriented__Raman_Data_RAW__31441,R050405,Topaz,https://rruff.info/R050405,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0607,Topaz__R050405__Raman__780__0__unoriented__Raman_Data_RAW__31439,R050405,Topaz,https://rruff.info/R050405,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0608,Topaz__R060024__Raman__532__0__unoriented__Raman_Data_RAW__26664,R060024,Topaz,https://rruff.info/R060024,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0609,Topaz__R060024__Raman__780__0__unoriented__Raman_Data_RAW__26666,R060024,Topaz,https://rruff.info/R060024,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0610,Topaz__R060026__Raman__532__0__unoriented__Raman_Data_RAW__26668,R060026,Topaz,https://rruff.info/R060026,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0611,Topaz__R060026__Raman__780__0__unoriented__Raman_Data_RAW__26670,R060026,Topaz,https://rruff.info/R060026,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0614,Amesite__R070132__Raman__532__0__unoriented__Raman_Data_RAW__18272,R070132,Amesite,https://rruff.info/R070132,532.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0615,Amesite__R070132__Raman__785__0__unoriented__Raman_Data_RAW__18274,R070132,Amesite,https://rruff.info/R070132,785.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0616,Amesite__R070116__Raman__785__0__unoriented__Raman_Data_RAW__18305,R070116,Amesite,https://rruff.info/R070116,785.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0617,Amesite__R070116__Raman__532__0__unoriented__Raman_Data_RAW__18307,R070116,Amesite,https://rruff.info/R070116,532.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0625,Bannisterite__R060817__Raman__532__0__unoriented__Raman_Data_RAW__12820,R060817,Bannisterite,https://rruff.info/R060817,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0626,Bannisterite__R060817__Raman__785__0__unoriented__Raman_Data_RAW__14676,R060817,Bannisterite,https://rruff.info/R060817,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0627,Borocookeite__R080076__Raman__532__0__unoriented__Raman_Data_RAW__28027,R080076,Borocookeite,https://rruff.info/R080076,532.0,The identification of this mineral is not yet confirmed.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0628,Borocookeite__R080076__Raman__780__0__unoriented__Raman_Data_RAW__28029,R080076,Borocookeite,https://rruff.info/R080076,780.0,The identification of this mineral is not yet confirmed.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0629,Caryopilite__R070180__Raman__532__0__unoriented__Raman_Data_RAW__19069,R070180,Caryopilite,https://rruff.info/R070180,532.0,The identification of this mineral has been confirmed only by X-ray diffraction,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0630,Caryopilite__R070180__Raman__785__0__unoriented__Raman_Data_RAW__19071,R070180,Caryopilite,https://rruff.info/R070180,785.0,The identification of this mineral has been confirmed only by X-ray diffraction,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0637,Clinochlore__R060725__Raman__532__0__unoriented__Raman_Data_RAW__12272,R060725,Clinochlore,https://rruff.info/R060725,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0638,Clinochlore__R060725__Raman__785__0__unoriented__Raman_Data_RAW__16810,R060725,Clinochlore,https://rruff.info/R060725,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0639,Clinochlore__R061080__Raman__785__0__unoriented__Raman_Data_RAW__18547,R061080,Clinochlore,https://rruff.info/R061080,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0640,Clinochlore__R061080__Raman__532__0__unoriented__Raman_Data_RAW__18545,R061080,Clinochlore,https://rruff.info/R061080,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0641,Clinochlore__R150146__Raman__532__0__unoriented__Raman_Data_RAW__39195,R150146,Clinochlore,https://rruff.info/R150146,532.0,The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0642,Clinochlore__R150146__Raman__780__0__unoriented__Raman_Data_RAW__39197,R150146,Clinochlore,https://rruff.info/R150146,780.0,The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0643,Clintonite__R070196__Raman__532__0__unoriented__Raman_Data_RAW__19517,R070196,Clintonite,https://rruff.info/R070196,532.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0644,Clintonite__R070196__Raman__785__0__unoriented__Raman_Data_RAW__19519,R070196,Clintonite,https://rruff.info/R070196,785.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0645,Clintonite__R070197__Raman__532__0__unoriented__Raman_Data_RAW__19526,R070197,Clintonite,https://rruff.info/R070197,532.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0646,Clintonite__R070197__Raman__785__0__unoriented__Raman_Data_RAW__19528,R070197,Clintonite,https://rruff.info/R070197,785.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0647,Clintonite__R070229__Raman__785__0__unoriented__Raman_Data_RAW__20113,R070229,Clintonite,https://rruff.info/R070229,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0648,Clintonite__R070229__Raman__532__0__unoriented__Raman_Data_RAW__20111,R070229,Clintonite,https://rruff.info/R070229,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0651,Cronstedtite__R061026__Raman__785__0__unoriented__Raman_Data_RAW__14436,R061026,Cronstedtite,https://rruff.info/R061026,785.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0652,Cronstedtite__R061026__Raman__532__0__unoriented__Raman_Data_RAW__14438,R061026,Cronstedtite,https://rruff.info/R061026,532.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0659,Friedelite__R060364__Raman__532__0__unoriented__Raman_Data_RAW__34286,R060364,Friedelite,https://rruff.info/R060364,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0660,Friedelite__R060364__Raman__780__0__unoriented__Raman_Data_RAW__34288,R060364,Friedelite,https://rruff.info/R060364,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0661,Friedelite__R070085__Raman__532__0__unoriented__Raman_Data_RAW__17773,R070085,Friedelite,https://rruff.info/R070085,532.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0662,Friedelite__R070085__Raman__785__0__unoriented__Raman_Data_RAW__17775,R070085,Friedelite,https://rruff.info/R070085,785.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0669,Kellyite__R060903__Raman__532__0__unoriented__Raman_Data_RAW__14084,R060903,Kellyite,https://rruff.info/R060903,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Other Silicates,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
