spectrum_id,file_name_clean,major_category,subtype_label,source_type,source_id,parent_group,split_main,split_zero_shot_protocol,qc_status
PARENT_0479,Epsomite__R150060__Raman__780__0__unoriented__Raman_Data_RAW__38391,Sulfate,Epsomite,RRUFF database,R150060,RRUFF database__R150060,train,earth_train_pool,include_pending_manual_review
PARENT_0480,Natroalunite__R060406__Raman__532__0__unoriented__Raman_Data_RAW__35093,Sulfate,Natroalunite,RRUFF database,R060406,RRUFF database__R060406,train,earth_train_pool,include_pending_manual_review
PARENT_0481,Natroalunite__R060406__Raman__780__0__unoriented__Raman_Data_RAW__35095,Sulfate,Natroalunite,RRUFF database,R060406,RRUFF database__R060406,train,earth_train_pool,include_pending_manual_review
PARENT_0482,Natrojarosite__R050471__Raman__514__0__unoriented__Raman_Data_RAW__10906,Sulfate,Natrojarosite,RRUFF database,R050471,RRUFF database__R050471,test,earth_train_pool,include_pending_manual_review
PARENT_0483,Natrojarosite__R050471__Raman__532__0__unoriented__Raman_Data_RAW__30933,Sulfate,Natrojarosite,RRUFF database,R050471,RRUFF database__R050471,test,earth_train_pool,include_pending_manual_review
PARENT_0484,Natrojarosite__R050471__Raman__780__0__unoriented__Raman_Data_RAW__30936,Sulfate,Natrojarosite,RRUFF database,R050471,RRUFF database__R050471,test,earth_train_pool,include_pending_manual_review
PARENT_0485,Natrojarosite__R050289__Raman__532__0__unoriented__Raman_Data_RAW__28635,Sulfate,Natrojarosite,RRUFF database,R050289,RRUFF database__R050289,train,earth_train_pool,include_pending_manual_review
PARENT_0486,Natrojarosite__R050289__Raman__780__0__unoriented__Raman_Data_RAW__28637,Sulfate,Natrojarosite,RRUFF database,R050289,RRUFF database__R050289,train,earth_train_pool,include_pending_manual_review
PARENT_0487,Natrojarosite__R080062__Raman__532__0__unoriented__Raman_Data_RAW__28549,Sulfate,Natrojarosite,RRUFF database,R080062,RRUFF database__R080062,train,earth_train_pool,include_pending_manual_review
PARENT_0488,Natrojarosite__R080062__Raman__780__0__unoriented__Raman_Data_RAW__28554,Sulfate,Natrojarosite,RRUFF database,R080062,RRUFF database__R080062,train,earth_train_pool,include_pending_manual_review
PARENT_0489,Halite__R070292__Raman__785__0__unoriented__Raman_Data_RAW__20361,Halides,Halite,RRUFF database,R070292,RRUFF database__R070292,test,earth_train_pool,review_required
PARENT_0490,Halite__R070292__Raman__532__0__unoriented__Raman_Data_RAW__20363,Halides,Halite,RRUFF database,R070292,RRUFF database__R070292,test,earth_train_pool,review_required
PARENT_0491,Halite__R070586__Raman__532__0__unoriented__Raman_Data_RAW__23114,Halides,Halite,RRUFF database,R070586,RRUFF database__R070586,train,earth_train_pool,review_required
PARENT_0492,Halite__R070586__Raman__780__0__unoriented__Raman_Data_RAW__23116,Halides,Halite,RRUFF database,R070586,RRUFF database__R070586,train,earth_train_pool,review_required
PARENT_0493,Halite__R070534__Raman__785__0__unoriented__Raman_Data_RAW__22607,Halides,Halite,RRUFF database,R070534,RRUFF database__R070534,train,earth_train_pool,review_required
PARENT_0494,Halite__R070534__Raman__532__0__unoriented__Raman_Data_RAW__22609,Halides,Halite,RRUFF database,R070534,RRUFF database__R070534,train,earth_train_pool,review_required
PARENT_0495,Hematite__R040024__Raman__785__0__unoriented__Raman_Data_RAW__9722,Oxides/Hydroxides,Hematite,RRUFF database,R040024,RRUFF database__R040024,train,earth_train_pool,include_pending_manual_review
PARENT_0496,Hematite__R040024__Raman__532__0__unoriented__Raman_Data_RAW__14831,Oxides/Hydroxides,Hematite,RRUFF database,R040024,RRUFF database__R040024,train,earth_train_pool,include_pending_manual_review
PARENT_0497,Hematite__X050102__Raman__785__0__unoriented__Raman_Data_Processed__6586,Oxides/Hydroxides,Hematite,RRUFF database,X050102,RRUFF database__X050102,test,earth_train_pool,include_pending_manual_review
PARENT_0498,Hematite__R050300__Raman__514__0__unoriented__Raman_Data_RAW__10735,Oxides/Hydroxides,Hematite,RRUFF database,R050300,RRUFF database__R050300,train,earth_train_pool,include_pending_manual_review
PARENT_0499,Hematite__R050300__Raman__532__0__unoriented__Raman_Data_RAW__28798,Oxides/Hydroxides,Hematite,RRUFF database,R050300,RRUFF database__R050300,train,earth_train_pool,include_pending_manual_review
PARENT_0500,Hematite__R050300__Raman__780__0__unoriented__Raman_Data_RAW__28801,Oxides/Hydroxides,Hematite,RRUFF database,R050300,RRUFF database__R050300,train,earth_train_pool,include_pending_manual_review
PARENT_0501,Hematite__R060190__Raman__785__0__unoriented__Raman_Data_RAW__8272,Oxides/Hydroxides,Hematite,RRUFF database,R060190,RRUFF database__R060190,train,earth_train_pool,include_pending_manual_review
PARENT_0502,Hematite__R060190__Raman__532__0__unoriented__Raman_Data_RAW__33240,Oxides/Hydroxides,Hematite,RRUFF database,R060190,RRUFF database__R060190,train,earth_train_pool,include_pending_manual_review
PARENT_0503,Hematite__R060190__Raman__780__0__unoriented__Raman_Data_RAW__33242,Oxides/Hydroxides,Hematite,RRUFF database,R060190,RRUFF database__R060190,train,earth_train_pool,include_pending_manual_review
PARENT_0504,Hematite__R070240__Raman__532__0__unoriented__Raman_Data_RAW__20191,Oxides/Hydroxides,Hematite,RRUFF database,R070240,RRUFF database__R070240,test,earth_train_pool,include_pending_manual_review
PARENT_0505,Hematite__R070240__Raman__785__0__unoriented__Raman_Data_RAW__20193,Oxides/Hydroxides,Hematite,RRUFF database,R070240,RRUFF database__R070240,test,earth_train_pool,include_pending_manual_review
PARENT_0506,Hematite__R110013__Raman__532__0__unoriented__Raman_Data_RAW__35207,Oxides/Hydroxides,Hematite,RRUFF database,R110013,RRUFF database__R110013,val,earth_train_pool,include_pending_manual_review
PARENT_0507,Hematite__R110013__Raman__780__0__unoriented__Raman_Data_RAW__35209,Oxides/Hydroxides,Hematite,RRUFF database,R110013,RRUFF database__R110013,val,earth_train_pool,include_pending_manual_review
PARENT_0508,Manganite__R060827__Raman__785__0__unoriented__Raman_Data_RAW__12851,Oxides/Hydroxides,Manganite,RRUFF database,R060827,RRUFF database__R060827,train,earth_train_pool,include_pending_manual_review
PARENT_0509,Manganite__R060827__Raman__532__0__unoriented__Raman_Data_RAW__14479,Oxides/Hydroxides,Manganite,RRUFF database,R060827,RRUFF database__R060827,train,earth_train_pool,include_pending_manual_review
PARENT_0510,Manganite__R070269__Raman__532__0__unoriented__Raman_Data_RAW__20205,Oxides/Hydroxides,Manganite,RRUFF database,R070269,RRUFF database__R070269,train,earth_train_pool,include_pending_manual_review
PARENT_0511,Manganite__R070269__Raman__785__0__unoriented__Raman_Data_RAW__20209,Oxides/Hydroxides,Manganite,RRUFF database,R070269,RRUFF database__R070269,train,earth_train_pool,include_pending_manual_review
PARENT_0512,Manganite__R070593__Raman__780__0__unoriented__Raman_Data_RAW__23165,Oxides/Hydroxides,Manganite,RRUFF database,R070593,RRUFF database__R070593,test,earth_train_pool,include_pending_manual_review
PARENT_0513,Manganite__R070593__Raman__532__0__unoriented__Raman_Data_RAW__23234,Oxides/Hydroxides,Manganite,RRUFF database,R070593,RRUFF database__R070593,test,earth_train_pool,include_pending_manual_review
PARENT_0514,Brucite__R040077__Raman__514__0__unoriented__Raman_Data_RAW__9442,Oxides/Hydroxides,Brucite,RRUFF database,R040077,RRUFF database__R040077,train,earth_train_pool,include_pending_manual_review
PARENT_0515,Brucite__R040077__Raman__532__0__unoriented__Raman_Data_RAW__15844,Oxides/Hydroxides,Brucite,RRUFF database,R040077,RRUFF database__R040077,train,earth_train_pool,include_pending_manual_review
PARENT_0516,Brucite__R040077__Raman__785__0__unoriented__Raman_Data_RAW__15846,Oxides/Hydroxides,Brucite,RRUFF database,R040077,RRUFF database__R040077,train,earth_train_pool,include_pending_manual_review
PARENT_0517,Brucite__R050455__Raman__780__0__unoriented__Raman_Data_RAW__30864,Oxides/Hydroxides,Brucite,RRUFF database,R050455,RRUFF database__R050455,test,earth_train_pool,include_pending_manual_review
PARENT_0518,Brucite__R050455__Raman__532__0__unoriented__Raman_Data_RAW__30862,Oxides/Hydroxides,Brucite,RRUFF database,R050455,RRUFF database__R050455,test,earth_train_pool,include_pending_manual_review
PARENT_0519,Quartz__R040031__Raman__514__0__unoriented__Raman_Data_RAW__9311,Silica Phase,Quartz,RRUFF database,R040031,RRUFF database__R040031,train,earth_train_pool,include_pending_manual_review
PARENT_0520,Quartz__R040031__Raman__780__0__unoriented__Raman_Data_RAW__26340,Silica Phase,Quartz,RRUFF database,R040031,RRUFF database__R040031,train,earth_train_pool,include_pending_manual_review
PARENT_0521,Quartz__R040031__Raman__532__0__unoriented__Raman_Data_RAW__26342,Silica Phase,Quartz,RRUFF database,R040031,RRUFF database__R040031,train,earth_train_pool,include_pending_manual_review
PARENT_0522,Quartz__R050125__Raman__514__0__unoriented__Raman_Data_RAW__10121,Silica Phase,Quartz,RRUFF database,R050125,RRUFF database__R050125,train,earth_train_pool,include_pending_manual_review
PARENT_0523,Quartz__R050125__Raman__532__0__unoriented__Raman_Data_RAW__31946,Silica Phase,Quartz,RRUFF database,R050125,RRUFF database__R050125,train,earth_train_pool,include_pending_manual_review
PARENT_0524,Quartz__R050125__Raman__780__0__unoriented__Raman_Data_RAW__31944,Silica Phase,Quartz,RRUFF database,R050125,RRUFF database__R050125,train,earth_train_pool,include_pending_manual_review
PARENT_0525,Quartz__R060604__Raman__532__0__unoriented__Raman_Data_RAW__31948,Silica Phase,Quartz,RRUFF database,R060604,RRUFF database__R060604,train,earth_train_pool,include_pending_manual_review
PARENT_0526,Quartz__R060604__Raman__780__0__unoriented__Raman_Data_RAW__31950,Silica Phase,Quartz,RRUFF database,R060604,RRUFF database__R060604,train,earth_train_pool,include_pending_manual_review
PARENT_0527,Quartz__X080015__Raman__532__0__unoriented__Raman_Data_RAW__31561,Silica Phase,Quartz,RRUFF database,X080015,RRUFF database__X080015,train,earth_train_pool,include_pending_manual_review
PARENT_0528,Quartz__X080015__Raman__780__0__unoriented__Raman_Data_RAW__31559,Silica Phase,Quartz,RRUFF database,X080015,RRUFF database__X080015,train,earth_train_pool,include_pending_manual_review
PARENT_0529,Quartz__X080016__Raman__532__0__unoriented__Raman_Data_RAW__31554,Silica Phase,Quartz,RRUFF database,X080016,RRUFF database__X080016,train,earth_train_pool,include_pending_manual_review
PARENT_0530,Quartz__X080016__Raman__780__0__unoriented__Raman_Data_RAW__31557,Silica Phase,Quartz,RRUFF database,X080016,RRUFF database__X080016,train,earth_train_pool,include_pending_manual_review
PARENT_0531,Quartz__R100134__Raman__532__0__unoriented__Raman_Data_RAW__34501,Silica Phase,Quartz,RRUFF database,R100134,RRUFF database__R100134,train,earth_train_pool,include_pending_manual_review
PARENT_0532,Quartz__R100134__Raman__780__0__unoriented__Raman_Data_RAW__34503,Silica Phase,Quartz,RRUFF database,R100134,RRUFF database__R100134,train,earth_train_pool,include_pending_manual_review
PARENT_0533,Quartz__R110104__Raman__780__0__unoriented__Raman_Data_RAW__36246,Silica Phase,Quartz,RRUFF database,R110104,RRUFF database__R110104,train,earth_train_pool,include_pending_manual_review
PARENT_0534,Quartz__R110104__Raman__532__0__unoriented__Raman_Data_RAW__36249,Silica Phase,Quartz,RRUFF database,R110104,RRUFF database__R110104,train,earth_train_pool,include_pending_manual_review
PARENT_0535,Quartz__R110108__Raman__780__0__unoriented__Raman_Data_RAW__36254,Silica Phase,Quartz,RRUFF database,R110108,RRUFF database__R110108,train,earth_train_pool,include_pending_manual_review
PARENT_0536,Quartz__R110108__Raman__532__0__unoriented__Raman_Data_RAW__36256,Silica Phase,Quartz,RRUFF database,R110108,RRUFF database__R110108,train,earth_train_pool,include_pending_manual_review
PARENT_0537,Quartz__R150074__Raman__532__0__unoriented__Raman_Data_RAW__38602,Silica Phase,Quartz,RRUFF database,R150074,RRUFF database__R150074,train,earth_train_pool,include_pending_manual_review
PARENT_0538,Quartz__R150074__Raman__780__0__unoriented__Raman_Data_RAW__38604,Silica Phase,Quartz,RRUFF database,R150074,RRUFF database__R150074,train,earth_train_pool,include_pending_manual_review
PARENT_0539,Quartz__R150091__Raman__532__0__unoriented__Raman_Data_RAW__39167,Silica Phase,Quartz,RRUFF database,R150091,RRUFF database__R150091,train,earth_train_pool,include_pending_manual_review
PARENT_0540,Quartz__R150091__Raman__780__0__unoriented__Raman_Data_RAW__39171,Silica Phase,Quartz,RRUFF database,R150091,RRUFF database__R150091,train,earth_train_pool,include_pending_manual_review
PARENT_0541,Opal__R060652__Raman__532__0__unoriented__Raman_Data_RAW__10421,Silica Phase,Opal,RRUFF database,R060652,RRUFF database__R060652,train,earth_train_pool,include_pending_manual_review
PARENT_0542,Opal__R060652__Raman__780__0__unoriented__Raman_Data_RAW__38598,Silica Phase,Opal,RRUFF database,R060652,RRUFF database__R060652,train,earth_train_pool,include_pending_manual_review
PARENT_0543,Opal__R060653__Raman__532__0__unoriented__Raman_Data_RAW__10439,Silica Phase,Opal,RRUFF database,R060653,RRUFF database__R060653,train,earth_train_pool,include_pending_manual_review
PARENT_0544,Opal__R060653__Raman__780__0__unoriented__Raman_Data_RAW__38600,Silica Phase,Opal,RRUFF database,R060653,RRUFF database__R060653,train,earth_train_pool,include_pending_manual_review
PARENT_0545,Opal__R060651__Raman__532__0__unoriented__Raman_Data_RAW__10431,Silica Phase,Opal,RRUFF database,R060651,RRUFF database__R060651,val,earth_train_pool,include_pending_manual_review
PARENT_0546,Opal__R060651__Raman__780__0__unoriented__Raman_Data_RAW__38596,Silica Phase,Opal,RRUFF database,R060651,RRUFF database__R060651,val,earth_train_pool,include_pending_manual_review
PARENT_0547,Opal__R060650__Raman__532__0__unoriented__Raman_Data_RAW__10435,Silica Phase,Opal,RRUFF database,R060650,RRUFF database__R060650,test,earth_train_pool,include_pending_manual_review
PARENT_0548,Opal__R060650__Raman__780__0__unoriented__Raman_Data_RAW__38594,Silica Phase,Opal,RRUFF database,R060650,RRUFF database__R060650,test,earth_train_pool,include_pending_manual_review
PARENT_0549,Opal__X070002__Raman__532__0__unoriented__Raman_Data_RAW__20592,Silica Phase,Opal,RRUFF database,X070002,RRUFF database__X070002,train,earth_train_pool,include_pending_manual_review
PARENT_0550,Opal__X070002__Raman__785__0__unoriented__Raman_Data_RAW__20594,Silica Phase,Opal,RRUFF database,X070002,RRUFF database__X070002,train,earth_train_pool,include_pending_manual_review
PARENT_0551,Opal__X070003__Raman__785__0__unoriented__Raman_Data_RAW__20598,Silica Phase,Opal,RRUFF database,X070003,RRUFF database__X070003,train,earth_train_pool,include_pending_manual_review
PARENT_0552,Opal__X070003__Raman__532__0__unoriented__Raman_Data_RAW__20596,Silica Phase,Opal,RRUFF database,X070003,RRUFF database__X070003,train,earth_train_pool,include_pending_manual_review
PARENT_0553,Opal__R070627__Raman__532__0__unoriented__Raman_Data_RAW__23477,Silica Phase,Opal,RRUFF database,R070627,RRUFF database__R070627,train,earth_train_pool,include_pending_manual_review
PARENT_0554,Opal__R070627__Raman__780__0__unoriented__Raman_Data_RAW__23479,Silica Phase,Opal,RRUFF database,R070627,RRUFF database__R070627,train,earth_train_pool,include_pending_manual_review
PARENT_0555,Opal__X080017__Raman__532__0__unoriented__Raman_Data_RAW__31579,Silica Phase,Opal,RRUFF database,X080017,RRUFF database__X080017,train,earth_train_pool,include_pending_manual_review
PARENT_0556,Opal__X080017__Raman__780__0__unoriented__Raman_Data_RAW__31583,Silica Phase,Opal,RRUFF database,X080017,RRUFF database__X080017,train,earth_train_pool,include_pending_manual_review
PARENT_0557,Opal__X080018__Raman__532__0__unoriented__Raman_Data_RAW__31577,Silica Phase,Opal,RRUFF database,X080018,RRUFF database__X080018,val,earth_train_pool,include_pending_manual_review
PARENT_0558,Opal__X080018__Raman__780__0__unoriented__Raman_Data_RAW__31575,Silica Phase,Opal,RRUFF database,X080018,RRUFF database__X080018,val,earth_train_pool,include_pending_manual_review
PARENT_0559,Opal__R100149__Raman__532__0__unoriented__Raman_Data_RAW__34597,Silica Phase,Opal,RRUFF database,R100149,RRUFF database__R100149,train,earth_train_pool,include_pending_manual_review
PARENT_0560,Opal__R100149__Raman__780__0__unoriented__Raman_Data_RAW__34599,Silica Phase,Opal,RRUFF database,R100149,RRUFF database__R100149,train,earth_train_pool,include_pending_manual_review
PARENT_0561,Opal__R110107__Raman__532__0__unoriented__Raman_Data_RAW__35741,Silica Phase,Opal,RRUFF database,R110107,RRUFF database__R110107,val,earth_train_pool,include_pending_manual_review
PARENT_0562,Opal__R110107__Raman__780__0__unoriented__Raman_Data_RAW__35743,Silica Phase,Opal,RRUFF database,R110107,RRUFF database__R110107,val,earth_train_pool,include_pending_manual_review
PARENT_0563,Epidote__R040089__Raman__514__0__unoriented__Raman_Data_RAW__9458,Other Silicates,Epidote,RRUFF database,R040089,RRUFF database__R040089,train,earth_train_pool,include_pending_manual_review
PARENT_0564,Epidote__R040089__Raman__780__0__unoriented__Raman_Data_RAW__24821,Other Silicates,Epidote,RRUFF database,R040089,RRUFF database__R040089,train,earth_train_pool,include_pending_manual_review
PARENT_0565,Epidote__R040089__Raman__532__0__unoriented__Raman_Data_RAW__24823,Other Silicates,Epidote,RRUFF database,R040089,RRUFF database__R040089,train,earth_train_pool,include_pending_manual_review
PARENT_0566,Epidote__R040092__Raman__532__0__unoriented__Raman_Data_RAW__15692,Other Silicates,Epidote,RRUFF database,R040092,RRUFF database__R040092,train,earth_train_pool,include_pending_manual_review
PARENT_0567,Epidote__R040092__Raman__785__0__unoriented__Raman_Data_RAW__15695,Other Silicates,Epidote,RRUFF database,R040092,RRUFF database__R040092,train,earth_train_pool,include_pending_manual_review
PARENT_0568,Epidote__R050064__Raman__514__0__unoriented__Raman_Data_RAW__9970,Other Silicates,Epidote,RRUFF database,R050064,RRUFF database__R050064,train,earth_train_pool,include_pending_manual_review
PARENT_0569,Epidote__R050064__Raman__785__0__unoriented__Raman_Data_RAW__21233,Other Silicates,Epidote,RRUFF database,R050064,RRUFF database__R050064,train,earth_train_pool,include_pending_manual_review
PARENT_0570,Epidote__R050064__Raman__532__0__unoriented__Raman_Data_RAW__21235,Other Silicates,Epidote,RRUFF database,R050064,RRUFF database__R050064,train,earth_train_pool,include_pending_manual_review
PARENT_0571,Epidote__R050131__Raman__780__0__unoriented__Raman_Data_RAW__27276,Other Silicates,Epidote,RRUFF database,R050131,RRUFF database__R050131,train,earth_train_pool,include_pending_manual_review
PARENT_0572,Epidote__R050131__Raman__532__0__unoriented__Raman_Data_RAW__27278,Other Silicates,Epidote,RRUFF database,R050131,RRUFF database__R050131,train,earth_train_pool,include_pending_manual_review
PARENT_0573,Epidote__R050191__Raman__514__0__unoriented__Raman_Data_RAW__10213,Other Silicates,Epidote,RRUFF database,R050191,RRUFF database__R050191,train,earth_train_pool,include_pending_manual_review
PARENT_0574,Epidote__R050191__Raman__780__0__unoriented__Raman_Data_RAW__27801,Other Silicates,Epidote,RRUFF database,R050191,RRUFF database__R050191,train,earth_train_pool,include_pending_manual_review
PARENT_0575,Epidote__R050191__Raman__532__0__unoriented__Raman_Data_RAW__27799,Other Silicates,Epidote,RRUFF database,R050191,RRUFF database__R050191,train,earth_train_pool,include_pending_manual_review
PARENT_0576,Epidote__R050202__Raman__514__0__unoriented__Raman_Data_RAW__10591,Other Silicates,Epidote,RRUFF database,R050202,RRUFF database__R050202,train,earth_train_pool,include_pending_manual_review
PARENT_0577,Epidote__R050202__Raman__532__0__unoriented__Raman_Data_RAW__27864,Other Silicates,Epidote,RRUFF database,R050202,RRUFF database__R050202,train,earth_train_pool,include_pending_manual_review
PARENT_0578,Epidote__R050202__Raman__780__0__unoriented__Raman_Data_RAW__27878,Other Silicates,Epidote,RRUFF database,R050202,RRUFF database__R050202,train,earth_train_pool,include_pending_manual_review
PARENT_0579,Epidote__X050073.4__Raman__785__0__unoriented__Raman_Data_Processed__6539,Other Silicates,Epidote,RRUFF database,X050073.4,RRUFF database__X050073.4,train,earth_train_pool,include_pending_manual_review
PARENT_0580,Epidote__R050303__Raman__514__0__unoriented__Raman_Data_RAW__10741,Other Silicates,Epidote,RRUFF database,R050303,RRUFF database__R050303,train,earth_train_pool,include_pending_manual_review
PARENT_0581,Epidote__R050303__Raman__532__0__unoriented__Raman_Data_RAW__28732,Other Silicates,Epidote,RRUFF database,R050303,RRUFF database__R050303,train,earth_train_pool,include_pending_manual_review
PARENT_0582,Epidote__R050303__Raman__780__0__unoriented__Raman_Data_RAW__28734,Other Silicates,Epidote,RRUFF database,R050303,RRUFF database__R050303,train,earth_train_pool,include_pending_manual_review
PARENT_0583,Epidote__R070205__Raman__785__0__unoriented__Raman_Data_RAW__19340,Other Silicates,Epidote,RRUFF database,R070205,RRUFF database__R070205,train,earth_train_pool,include_pending_manual_review
PARENT_0584,Epidote__R070205__Raman__532__0__unoriented__Raman_Data_RAW__19342,Other Silicates,Epidote,RRUFF database,R070205,RRUFF database__R070205,train,earth_train_pool,include_pending_manual_review
PARENT_0585,Epidote__R100129__Raman__532__0__unoriented__Raman_Data_RAW__34465,Other Silicates,Epidote,RRUFF database,R100129,RRUFF database__R100129,test,earth_train_pool,include_pending_manual_review
PARENT_0586,Epidote__R100129__Raman__780__0__unoriented__Raman_Data_RAW__34467,Other Silicates,Epidote,RRUFF database,R100129,RRUFF database__R100129,test,earth_train_pool,include_pending_manual_review
PARENT_0587,Epidote__R100148__Raman__532__0__unoriented__Raman_Data_RAW__34593,Other Silicates,Epidote,RRUFF database,R100148,RRUFF database__R100148,val,earth_train_pool,include_pending_manual_review
PARENT_0588,Epidote__R100148__Raman__780__0__unoriented__Raman_Data_RAW__34595,Other Silicates,Epidote,RRUFF database,R100148,RRUFF database__R100148,val,earth_train_pool,include_pending_manual_review
PARENT_0589,Epidote__R110127__Raman__532__0__unoriented__Raman_Data_RAW__35621,Other Silicates,Epidote,RRUFF database,R110127,RRUFF database__R110127,train,earth_train_pool,include_pending_manual_review
PARENT_0590,Epidote__R110127__Raman__780__0__unoriented__Raman_Data_RAW__35619,Other Silicates,Epidote,RRUFF database,R110127,RRUFF database__R110127,train,earth_train_pool,include_pending_manual_review
PARENT_0591,Epidote__R110129__Raman__532__0__unoriented__Raman_Data_RAW__35645,Other Silicates,Epidote,RRUFF database,R110129,RRUFF database__R110129,train,earth_train_pool,include_pending_manual_review
PARENT_0592,Epidote__R110129__Raman__780__0__unoriented__Raman_Data_RAW__35647,Other Silicates,Epidote,RRUFF database,R110129,RRUFF database__R110129,train,earth_train_pool,include_pending_manual_review
PARENT_0593,Topaz__R040121__Raman__514__0__unoriented__Raman_Data_RAW__9528,Other Silicates,Topaz,RRUFF database,R040121,RRUFF database__R040121,train,earth_train_pool,include_pending_manual_review
PARENT_0594,Topaz__R040121__Raman__532__0__unoriented__Raman_Data_RAW__19711,Other Silicates,Topaz,RRUFF database,R040121,RRUFF database__R040121,train,earth_train_pool,include_pending_manual_review
PARENT_0595,Topaz__R040121__Raman__785__0__unoriented__Raman_Data_RAW__19713,Other Silicates,Topaz,RRUFF database,R040121,RRUFF database__R040121,train,earth_train_pool,include_pending_manual_review
PARENT_0596,Topaz__R050176__Raman__514__0__unoriented__Raman_Data_RAW__12454,Other Silicates,Topaz,RRUFF database,R050176,RRUFF database__R050176,train,earth_train_pool,include_pending_manual_review
PARENT_0597,Topaz__R050176__Raman__780__0__unoriented__Raman_Data_RAW__31431,Other Silicates,Topaz,RRUFF database,R050176,RRUFF database__R050176,train,earth_train_pool,include_pending_manual_review
PARENT_0598,Topaz__R050176__Raman__532__0__unoriented__Raman_Data_RAW__31433,Other Silicates,Topaz,RRUFF database,R050176,RRUFF database__R050176,train,earth_train_pool,include_pending_manual_review
PARENT_0599,Topaz__R050199__Raman__514__0__unoriented__Raman_Data_RAW__10229,Other Silicates,Topaz,RRUFF database,R050199,RRUFF database__R050199,test,earth_train_pool,include_pending_manual_review
PARENT_0600,Topaz__R050200__Raman__514__0__unoriented__Raman_Data_RAW__6337,Other Silicates,Topaz,RRUFF database,R050200,RRUFF database__R050200,train,earth_train_pool,include_pending_manual_review
PARENT_0601,Topaz__X050165.3__Raman__785__0__unoriented__Raman_Data_Processed__6699,Other Silicates,Topaz,RRUFF database,X050165.3,RRUFF database__X050165.3,train,earth_train_pool,include_pending_manual_review
PARENT_0602,Topaz__R050404__Raman__514__0__unoriented__Raman_Data_RAW__10860,Other Silicates,Topaz,RRUFF database,R050404,RRUFF database__R050404,test,earth_train_pool,include_pending_manual_review
PARENT_0603,Topaz__R050404__Raman__532__0__unoriented__Raman_Data_RAW__31435,Other Silicates,Topaz,RRUFF database,R050404,RRUFF database__R050404,test,earth_train_pool,include_pending_manual_review
PARENT_0604,Topaz__R050404__Raman__780__0__unoriented__Raman_Data_RAW__31437,Other Silicates,Topaz,RRUFF database,R050404,RRUFF database__R050404,test,earth_train_pool,include_pending_manual_review
PARENT_0605,Topaz__R050405__Raman__514__0__unoriented__Raman_Data_RAW__10862,Other Silicates,Topaz,RRUFF database,R050405,RRUFF database__R050405,val,earth_train_pool,include_pending_manual_review
PARENT_0606,Topaz__R050405__Raman__532__0__unoriented__Raman_Data_RAW__31441,Other Silicates,Topaz,RRUFF database,R050405,RRUFF database__R050405,val,earth_train_pool,include_pending_manual_review
PARENT_0607,Topaz__R050405__Raman__780__0__unoriented__Raman_Data_RAW__31439,Other Silicates,Topaz,RRUFF database,R050405,RRUFF database__R050405,val,earth_train_pool,include_pending_manual_review
PARENT_0608,Topaz__R060024__Raman__532__0__unoriented__Raman_Data_RAW__26664,Other Silicates,Topaz,RRUFF database,R060024,RRUFF database__R060024,train,earth_train_pool,include_pending_manual_review
PARENT_0609,Topaz__R060024__Raman__780__0__unoriented__Raman_Data_RAW__26666,Other Silicates,Topaz,RRUFF database,R060024,RRUFF database__R060024,train,earth_train_pool,include_pending_manual_review
PARENT_0610,Topaz__R060026__Raman__532__0__unoriented__Raman_Data_RAW__26668,Other Silicates,Topaz,RRUFF database,R060026,RRUFF database__R060026,train,earth_train_pool,include_pending_manual_review
PARENT_0611,Topaz__R060026__Raman__780__0__unoriented__Raman_Data_RAW__26670,Other Silicates,Topaz,RRUFF database,R060026,RRUFF database__R060026,train,earth_train_pool,include_pending_manual_review
PARENT_0612,Berthierine__R110177__Raman__532__0__unoriented__Raman_Data_RAW__35981,Clay,Berthierine,RRUFF database,R110177,RRUFF database__R110177,train,earth_train_pool,review_required
PARENT_0613,Berthierine__R110177__Raman__780__0__unoriented__Raman_Data_RAW__35979,Clay,Berthierine,RRUFF database,R110177,RRUFF database__R110177,train,earth_train_pool,review_required
PARENT_0614,Amesite__R070132__Raman__532__0__unoriented__Raman_Data_RAW__18272,Other Silicates,Amesite,RRUFF database,R070132,RRUFF database__R070132,train,earth_train_pool,include_pending_manual_review
PARENT_0615,Amesite__R070132__Raman__785__0__unoriented__Raman_Data_RAW__18274,Other Silicates,Amesite,RRUFF database,R070132,RRUFF database__R070132,train,earth_train_pool,include_pending_manual_review
PARENT_0616,Amesite__R070116__Raman__785__0__unoriented__Raman_Data_RAW__18305,Other Silicates,Amesite,RRUFF database,R070116,RRUFF database__R070116,train,earth_train_pool,include_pending_manual_review
PARENT_0617,Amesite__R070116__Raman__532__0__unoriented__Raman_Data_RAW__18307,Other Silicates,Amesite,RRUFF database,R070116,RRUFF database__R070116,train,earth_train_pool,include_pending_manual_review
PARENT_0618,Annite__R060204__Raman__514__0__unoriented__Raman_Data_RAW__8408,Mica,Annite,RRUFF database,R060204,RRUFF database__R060204,val,earth_train_pool,review_required
PARENT_0619,Annite__R060204__Raman__532__0__unoriented__Raman_Data_RAW__33303,Mica,Annite,RRUFF database,R060204,RRUFF database__R060204,val,earth_train_pool,review_required
PARENT_0620,Annite__R060204__Raman__780__0__unoriented__Raman_Data_RAW__33305,Mica,Annite,RRUFF database,R060204,RRUFF database__R060204,val,earth_train_pool,review_required
