file_name,group_label,subtype_label,Mg#,Fe#,Ca#,Na#,K#,wave,formula,major_category,file_name_clean,file_path,match_method,file_exists,spectrum_id,parsed_file_name,mineral_species,source_id,source_type,spectrum_type,excitation_nm,instrument,data_level,orientation,sample_provenance,measurement_conditions,label_basis,reference,source_note,spectral_min_cm-1,spectral_max_cm-1,n_original_points,spectral_range_cm-1,file_sha256,parent_group,preprocessing_planned,augmentation_used,qc_status,qc_reason,recommended_action,split_main,split_zero_shot_protocol,rruff_header_file,rruff_official_name,rruff_official_id,rruff_ideal_chemistry,rruff_locality,rruff_owner,rruff_source,rruff_description,rruff_status,rruff_url,rruff_measured_chemistry,rruff_header_parse_status,rruff_metadata_match,rruff_metadata_match_basis
Clinochlore__R060725__Raman__785__0__unoriented__Raman_Data_RAW__16810,,Clinochlore,,,,,,,,Other Silicates,Clinochlore__R060725__Raman__785__0__unoriented__Raman_Data_RAW__16810,data/spectra/parent/Clinochlore__R060725__Raman__785__0__unoriented__Raman_Data_RAW__16810.csv,fallback_augmented_dir_name_match,True,PARENT_0638,Clinochlore__R060725__Raman__785__0__unoriented__Raman_Data_RAW__16810.csv,Clinochlore,R060725,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,120.564,1272.82,2391,120.564-1272.82,ad7ea6b5658a6acb661913bd07116f0be0a73d77badef87e8fd3b1d11ac3e7c3,RRUFF database__R060725,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,test,earth_train_pool,source_rruff_header/Clinochlore__R060725__Raman__785__0__unoriented__Raman_Data_RAW__16810.txt,Clinochlore,R060725,Mg5Al(AlSi3O10)(OH)8,"Crestmore Quarry, Riverside, California, USA",RRUFF,Bob Jenkins,Green transparent books of mica,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060725,(Mg4.65Al1.12Fe^2+^0.17[box]0.06)Σ=6(Si3.00Al1.00)Σ=4O10(OH)8,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Clinochlore__R061080__Raman__785__0__unoriented__Raman_Data_RAW__18547,,Clinochlore,,,,,,,,Other Silicates,Clinochlore__R061080__Raman__785__0__unoriented__Raman_Data_RAW__18547,data/spectra/parent/Clinochlore__R061080__Raman__785__0__unoriented__Raman_Data_RAW__18547.csv,fallback_augmented_dir_name_match,True,PARENT_0639,Clinochlore__R061080__Raman__785__0__unoriented__Raman_Data_RAW__18547.csv,Clinochlore,R061080,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,136.256,1244.64,2300,136.256-1244.64,9f22189097633cb54d256fab88ebf1d5612dff47e87408a9c93f5563d06fc712,RRUFF database__R061080,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Clinochlore__R061080__Raman__785__0__unoriented__Raman_Data_RAW__18547.txt,Clinochlore,R061080,Mg5Al(AlSi3O10)(OH)8,"Callaghan Creek, Whistler, British Columbia, Canada",RRUFF,Lloyd Twaites,Dark green micaceous crystals with quartz,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R061080,(Mg2.82Fe^2+^1.80A11.24[box]0.08Mn0.06)Σ=6(Si2.91Al1.09)Σ=4O10(OH)8,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Clinochlore__R061080__Raman__532__0__unoriented__Raman_Data_RAW__18545,,Clinochlore,,,,,,,,Other Silicates,Clinochlore__R061080__Raman__532__0__unoriented__Raman_Data_RAW__18545,data/spectra/parent/Clinochlore__R061080__Raman__532__0__unoriented__Raman_Data_RAW__18545.csv,fallback_augmented_dir_name_match,True,PARENT_0640,Clinochlore__R061080__Raman__532__0__unoriented__Raman_Data_RAW__18545.csv,Clinochlore,R061080,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,133.79,1290.87,2401,133.79-1290.87,cdc820ae5518b03a299ae3c827ed82dfb222616ea43088d38699d5338d7cf96d,RRUFF database__R061080,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Clinochlore__R061080__Raman__532__0__unoriented__Raman_Data_RAW__18545.txt,Clinochlore,R061080,Mg5Al(AlSi3O10)(OH)8,"Callaghan Creek, Whistler, British Columbia, Canada",RRUFF,Lloyd Twaites,Dark green micaceous crystals with quartz,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R061080,(Mg2.82Fe^2+^1.80A11.24[box]0.08Mn0.06)Σ=6(Si2.91Al1.09)Σ=4O10(OH)8,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Clinochlore__R150146__Raman__532__0__unoriented__Raman_Data_RAW__39195,,Clinochlore,,,,,,,,Other Silicates,Clinochlore__R150146__Raman__532__0__unoriented__Raman_Data_RAW__39195,data/spectra/parent/Clinochlore__R150146__Raman__532__0__unoriented__Raman_Data_RAW__39195.csv,fallback_augmented_dir_name_match,True,PARENT_0641,Clinochlore__R150146__Raman__532__0__unoriented__Raman_Data_RAW__39195.csv,Clinochlore,R150146,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,90.7474,1301.83,2513,90.7474-1301.83,3623b9150f63c3093df257581db7b49b19ff96716961a90327dbf0c676941aaf,RRUFF database__R150146,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Clinochlore__R150146__Raman__532__0__unoriented__Raman_Data_RAW__39195.txt,Clinochlore,R150146,Mg5Al(AlSi3O10)(OH)8,"Kop Dağı, Erzurum, Turkey",RRUFF,Leor Goldberg,"Pink thick pseudohexagonal crystals, with tapering pyramidal faces. Crystals are twinned, with the twin axis along [310].",The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,https://rruff.info/R150146,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Clinochlore__R150146__Raman__780__0__unoriented__Raman_Data_RAW__39197,,Clinochlore,,,,,,,,Other Silicates,Clinochlore__R150146__Raman__780__0__unoriented__Raman_Data_RAW__39197,data/spectra/parent/Clinochlore__R150146__Raman__780__0__unoriented__Raman_Data_RAW__39197.csv,fallback_augmented_dir_name_match,True,PARENT_0642,Clinochlore__R150146__Raman__780__0__unoriented__Raman_Data_RAW__39197.csv,Clinochlore,R150146,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,92.0421,1284.8,2475,92.0421-1284.8,8cad4e989cc73ebb617a83139289ecab39857eb282d9c6655ef6fdce197f35d5,RRUFF database__R150146,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Clinochlore__R150146__Raman__780__0__unoriented__Raman_Data_RAW__39197.txt,Clinochlore,R150146,Mg5Al(AlSi3O10)(OH)8,"Kop Dağı, Erzurum, Turkey",RRUFF,Leor Goldberg,"Pink thick pseudohexagonal crystals, with tapering pyramidal faces. Crystals are twinned, with the twin axis along [310].",The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,https://rruff.info/R150146,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Clintonite__R070196__Raman__532__0__unoriented__Raman_Data_RAW__19517,,Clinochlore,,,,,,,,Other Silicates,Clintonite__R070196__Raman__532__0__unoriented__Raman_Data_RAW__19517,data/spectra/parent/Clintonite__R070196__Raman__532__0__unoriented__Raman_Data_RAW__19517.csv,fallback_augmented_dir_name_match,True,PARENT_0643,Clintonite__R070196__Raman__532__0__unoriented__Raman_Data_RAW__19517.csv,Clintonite,R070196,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,144.878,1300.51,2398,144.878-1300.51,b3b3e73875c6de5e38ad4d3936b4b5bde07918e08f61d83040886152d25c0749,RRUFF database__R070196,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Clintonite__R070196__Raman__532__0__unoriented__Raman_Data_RAW__19517.txt,Clintonite,R070196,CaAlMg2(SiAl3)O10(OH)2,"Crestmore, Riverside County, California, USA",RRUFF,California Institute of Technology,Transparent green micaceous single crystal,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,https://rruff.info/R070196,(Ca0.97[box]0.03)Σ=1(Al0.90Fe^3+^0.10)Σ=1Mg2.00(Si1.18Al2.82)Σ=3O10((OH)1.88O0.12)Σ=2; OH estimated by charge balance,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Clintonite__R070196__Raman__785__0__unoriented__Raman_Data_RAW__19519,,Clinochlore,,,,,,,,Other Silicates,Clintonite__R070196__Raman__785__0__unoriented__Raman_Data_RAW__19519,data/spectra/parent/Clintonite__R070196__Raman__785__0__unoriented__Raman_Data_RAW__19519.csv,fallback_augmented_dir_name_match,True,PARENT_0644,Clintonite__R070196__Raman__785__0__unoriented__Raman_Data_RAW__19519.csv,Clintonite,R070196,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,172.896,1236.93,2208,172.896-1236.93,12d7ab0dafb1fa0ae9ad320f3f989012301fd0be3e05ab161fa2bbc3ed11e3a5,RRUFF database__R070196,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Clintonite__R070196__Raman__785__0__unoriented__Raman_Data_RAW__19519.txt,Clintonite,R070196,CaAlMg2(SiAl3)O10(OH)2,"Crestmore, Riverside County, California, USA",RRUFF,California Institute of Technology,Transparent green micaceous single crystal,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,https://rruff.info/R070196,(Ca0.97[box]0.03)Σ=1(Al0.90Fe^3+^0.10)Σ=1Mg2.00(Si1.18Al2.82)Σ=3O10((OH)1.88O0.12)Σ=2; OH estimated by charge balance,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Clintonite__R070197__Raman__532__0__unoriented__Raman_Data_RAW__19526,,Clinochlore,,,,,,,,Other Silicates,Clintonite__R070197__Raman__532__0__unoriented__Raman_Data_RAW__19526,data/spectra/parent/Clintonite__R070197__Raman__532__0__unoriented__Raman_Data_RAW__19526.csv,fallback_augmented_dir_name_match,True,PARENT_0645,Clintonite__R070197__Raman__532__0__unoriented__Raman_Data_RAW__19526.csv,Clintonite,R070197,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,147.771,1300.51,2392,147.771-1300.51,35095e71f1d5636c0c54ed8c7e8ff5cb71e08c295b49416fc3f535be9bd34005,RRUFF database__R070197,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,test,earth_train_pool,source_rruff_header/Clintonite__R070197__Raman__532__0__unoriented__Raman_Data_RAW__19526.txt,Clintonite,R070197,CaAlMg2(SiAl3)O10(OH)2,"Crestmore Quarry, Riverside County, California, USA",RRUFF,California Institute of Technology,Transparent green micaceous,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,https://rruff.info/R070197,Ca1.00(Mg2.19Al0.66Fe^3+^0.15)Σ=3(Al2.81Si1.19)Σ=4O10(OH)2,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Clintonite__R070197__Raman__785__0__unoriented__Raman_Data_RAW__19528,,Clinochlore,,,,,,,,Other Silicates,Clintonite__R070197__Raman__785__0__unoriented__Raman_Data_RAW__19528,data/spectra/parent/Clintonite__R070197__Raman__785__0__unoriented__Raman_Data_RAW__19528.csv,fallback_augmented_dir_name_match,True,PARENT_0646,Clintonite__R070197__Raman__785__0__unoriented__Raman_Data_RAW__19528.csv,Clintonite,R070197,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,171.932,1238.37,2213,171.932-1238.37,f5c26d3433a0b98735b5cd6395e510dffadc971711fc25a3bbc564a7a4e15a5e,RRUFF database__R070197,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,test,earth_train_pool,source_rruff_header/Clintonite__R070197__Raman__785__0__unoriented__Raman_Data_RAW__19528.txt,Clintonite,R070197,CaAlMg2(SiAl3)O10(OH)2,"Crestmore Quarry, Riverside County, California, USA",RRUFF,California Institute of Technology,Transparent green micaceous,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,https://rruff.info/R070197,Ca1.00(Mg2.19Al0.66Fe^3+^0.15)Σ=3(Al2.81Si1.19)Σ=4O10(OH)2,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Clintonite__R070229__Raman__785__0__unoriented__Raman_Data_RAW__20113,,Clinochlore,,,,,,,,Other Silicates,Clintonite__R070229__Raman__785__0__unoriented__Raman_Data_RAW__20113,data/spectra/parent/Clintonite__R070229__Raman__785__0__unoriented__Raman_Data_RAW__20113.csv,fallback_augmented_dir_name_match,True,PARENT_0647,Clintonite__R070229__Raman__785__0__unoriented__Raman_Data_RAW__20113.csv,Clintonite,R070229,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,196.712,1243.87,2173,196.712-1243.87,de8c105b2376e82d39c31f54ab38b923979e8986de32a1b527de55222165bebb,RRUFF database__R070229,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Clintonite__R070229__Raman__785__0__unoriented__Raman_Data_RAW__20113.txt,Clintonite,R070229,CaAlMg2(SiAl3)O10(OH)2,"Amity, Warwick Township, Orange County, New York, USA",RRUFF,Michael Scott,"Brown micaceous plates in dolomite. Polytype 1M, variety called seybertite",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070229,(Ca0.98Na0.02)Σ=1(Al0.68Mg0.20Fe^3+^0.11Ti0.01)Σ=1Mg2.00(Si1.34Al2.66)Σ=4O10((OH)1.87O0.13)Σ=2; OH estimated by charge balance,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Clintonite__R070229__Raman__532__0__unoriented__Raman_Data_RAW__20111,,Clinochlore,,,,,,,,Other Silicates,Clintonite__R070229__Raman__532__0__unoriented__Raman_Data_RAW__20111,data/spectra/parent/Clintonite__R070229__Raman__532__0__unoriented__Raman_Data_RAW__20111.csv,fallback_augmented_dir_name_match,True,PARENT_0648,Clintonite__R070229__Raman__532__0__unoriented__Raman_Data_RAW__20111.csv,Clintonite,R070229,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,141.466,1298.06,2400,141.466-1298.06,bca74a9929d4df2daa349c415eb7e5de86e84d834cf0dfa5cd8facfad8b7beca,RRUFF database__R070229,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Clintonite__R070229__Raman__532__0__unoriented__Raman_Data_RAW__20111.txt,Clintonite,R070229,CaAlMg2(SiAl3)O10(OH)2,"Amity, Warwick Township, Orange County, New York, USA",RRUFF,Michael Scott,"Brown micaceous plates in dolomite. Polytype 1M, variety called seybertite",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070229,(Ca0.98Na0.02)Σ=1(Al0.68Mg0.20Fe^3+^0.11Ti0.01)Σ=1Mg2.00(Si1.34Al2.66)Σ=4O10((OH)1.87O0.13)Σ=2; OH estimated by charge balance,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Cookeite__R061103__Raman__532__0__unoriented__Raman_Data_RAW__16337,,Cookeite,,,,,,,,Clay,Cookeite__R061103__Raman__532__0__unoriented__Raman_Data_RAW__16337,data/spectra/parent/Cookeite__R061103__Raman__532__0__unoriented__Raman_Data_RAW__16337.csv,fallback_augmented_dir_name_match,True,PARENT_0649,Cookeite__R061103__Raman__532__0__unoriented__Raman_Data_RAW__16337.csv,Cookeite,R061103,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,158.688,1289.73,2347,158.688-1289.73,baf2788dc794b437bc807f1af39034d3366b1c58bee7b965cbe8e6b8afce0dc0,RRUFF database__R061103,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,val,earth_train_pool,source_rruff_header/Cookeite__R061103__Raman__532__0__unoriented__Raman_Data_RAW__16337.txt,Cookeite,R061103,LiAl4(Si3Al)O10(OH)8,"Green mine, Saline County, Arkansas, USA",RRUFF,Michael Scott,Mass of cream colored micaceous crystals,The identification of this mineral has been made only by X-ray diffraction.,https://rruff.info/R061103,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Cookeite__R061103__Raman__785__0__unoriented__Raman_Data_RAW__18218,,Cookeite,,,,,,,,Clay,Cookeite__R061103__Raman__785__0__unoriented__Raman_Data_RAW__18218,data/spectra/parent/Cookeite__R061103__Raman__785__0__unoriented__Raman_Data_RAW__18218.csv,fallback_augmented_dir_name_match,True,PARENT_0650,Cookeite__R061103__Raman__785__0__unoriented__Raman_Data_RAW__18218.csv,Cookeite,R061103,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,204.234,1234.52,2138,204.234-1234.52,2cb272e3c0d4b7f45ff2bd083a7262cb14549549b9f2a8a0345a62660dd71ec6,RRUFF database__R061103,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,val,earth_train_pool,source_rruff_header/Cookeite__R061103__Raman__785__0__unoriented__Raman_Data_RAW__18218.txt,Cookeite,R061103,LiAl4(Si3Al)O10(OH)8,"Green mine, Saline County, Arkansas, USA",RRUFF,Michael Scott,Mass of cream colored micaceous crystals,The identification of this mineral has been made only by X-ray diffraction.,https://rruff.info/R061103,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Cronstedtite__R061026__Raman__785__0__unoriented__Raman_Data_RAW__14436,,Cronstedtite,,,,,,,,Other Silicates,Cronstedtite__R061026__Raman__785__0__unoriented__Raman_Data_RAW__14436,data/spectra/parent/Cronstedtite__R061026__Raman__785__0__unoriented__Raman_Data_RAW__14436.csv,fallback_augmented_dir_name_match,True,PARENT_0651,Cronstedtite__R061026__Raman__785__0__unoriented__Raman_Data_RAW__14436.csv,Cronstedtite,R061026,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,169.257,1263.18,2270,169.257-1263.18,26b406c5a913be77ace4c95853d48ed24e07ae0eca93924b478fb3260fec2699,RRUFF database__R061026,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Cronstedtite__R061026__Raman__785__0__unoriented__Raman_Data_RAW__14436.txt,Cronstedtite,R061026,"(Fe^2+^,Fe^3+^)3(Si,Fe^3+^)2O5(OH)4","Kisbanya, Hungary",RRUFF,Michael Scott,"Black elongated prismatic crystals with triangular cross-sections, polytype 3T",The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,https://rruff.info/R061026,(Fe^2+^2.13Fe^3+^0.87)Σ=3(Si1.13Fe^3+^0.87)Σ=2O5(OH)4 ; Fe2 and Fe3 splitted by stoichiometry (sum of cations = 5) and charge balance,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
