source_id,file_name_clean,major_category,subtype_label,source_type,excitation_nm,data_level,orientation,rruff_official_id,rruff_official_name,rruff_ideal_chemistry,rruff_measured_chemistry,rruff_locality,rruff_source,rruff_owner,rruff_description,rruff_status,rruff_url,rruff_header_file,rruff_header_parse_status,rruff_metadata_match,rruff_metadata_match_basis
R040114,Magnesite__R040114__Raman__785__0__unoriented__Raman_Data_RAW__19697,Carbonate,Magnesite,RRUFF database,785.0,RAW,unoriented,R040114,Magnesite,MgCO3,(Mg0.98Fe0.01)C1.00O3,"Snarum, Norway",University of Arizona Mineral Museum,RRUFF,Tan colored cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040114,source_rruff_header/Magnesite__R040114__Raman__785__0__unoriented__Raman_Data_RAW__19697.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050115,Magnesite__X050115__Raman__785__0__unoriented__Raman_Data_Processed__6609,Carbonate,Magnesite,RRUFF database,785.0,Processed,unoriented,X050115,Magnesite,MgCO3,,"Serra Das Egnas, Brazil",CIT,Caltech,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050115,source_rruff_header/Magnesite__X050115__Raman__785__0__unoriented__Raman_Data_Processed__6609.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050116,Magnesite__X050116__Raman__785__0__unoriented__Raman_Data_Processed__6610,Carbonate,Magnesite,RRUFF database,785.0,Processed,unoriented,X050116,Magnesite,MgCO3,,"Gustine Merced County, California, USA",CIT,Caltech,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050116,source_rruff_header/Magnesite__X050116__Raman__785__0__unoriented__Raman_Data_Processed__6610.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050443,Magnesite__R050443__Raman__514__0__unoriented__Raman_Data_RAW__10890,Carbonate,Magnesite,RRUFF database,514.0,RAW,unoriented,R050443,Magnesite,MgCO3,Mg1.00CO3,"Brumado, Bahia, Brazil",Eugene Schlepp,RRUFF,Group of colorless crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050443,source_rruff_header/Magnesite__R050443__Raman__514__0__unoriented__Raman_Data_RAW__10890.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050443,Magnesite__R050443__Raman__532__0__unoriented__Raman_Data_RAW__30763,Carbonate,Magnesite,RRUFF database,532.0,RAW,unoriented,R050443,Magnesite,MgCO3,Mg1.00CO3,"Brumado, Bahia, Brazil",Eugene Schlepp,RRUFF,Group of colorless crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050443,source_rruff_header/Magnesite__R050443__Raman__532__0__unoriented__Raman_Data_RAW__30763.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050443,Magnesite__R050443__Raman__780__0__unoriented__Raman_Data_RAW__30765,Carbonate,Magnesite,RRUFF database,780.0,RAW,unoriented,R050443,Magnesite,MgCO3,Mg1.00CO3,"Brumado, Bahia, Brazil",Eugene Schlepp,RRUFF,Group of colorless crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050443,source_rruff_header/Magnesite__R050443__Raman__780__0__unoriented__Raman_Data_RAW__30765.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050676,Magnesite__R050676__Raman__532__0__unoriented__Raman_Data_RAW__32896,Carbonate,Magnesite,RRUFF database,532.0,RAW,unoriented,R050676,Magnesite,MgCO3,(Mg0.87Fe^2+^0.12Ca0.01)Σ=1CO3; trace amounts of Mn and Cd; CO2 estimated by difference,"Tyrol, Austria",University of Arizona Mineral Museum,RRUFF,Brown rhombohedral crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050676,source_rruff_header/Magnesite__R050676__Raman__532__0__unoriented__Raman_Data_RAW__32896.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050676,Magnesite__R050676__Raman__780__0__unoriented__Raman_Data_RAW__32898,Carbonate,Magnesite,RRUFF database,780.0,RAW,unoriented,R050676,Magnesite,MgCO3,(Mg0.87Fe^2+^0.12Ca0.01)Σ=1CO3; trace amounts of Mn and Cd; CO2 estimated by difference,"Tyrol, Austria",University of Arizona Mineral Museum,RRUFF,Brown rhombohedral crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050676,source_rruff_header/Magnesite__R050676__Raman__780__0__unoriented__Raman_Data_RAW__32898.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R070237,Nahcolite__R070237__Raman__532__0__unoriented__Raman_Data_RAW__20236,Carbonate,Nahcolite,RRUFF database,532.0,RAW,unoriented,R070237,Nahcolite,NaHCO3,Na1.00HCO3 ; H and C not analyzed but assumed by stoichiometry,"Bureau of Mines Oil Shale Mine, East Rifle Creek area, Garfield County, Colorado, USA",Michael Scott,RRUFF,"Clear, colorless to brownish, massive",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070237,source_rruff_header/Nahcolite__R070237__Raman__532__0__unoriented__Raman_Data_RAW__20236.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R070237,Nahcolite__R070237__Raman__785__0__unoriented__Raman_Data_RAW__20238,Carbonate,Nahcolite,RRUFF database,785.0,RAW,unoriented,R070237,Nahcolite,NaHCO3,Na1.00HCO3 ; H and C not analyzed but assumed by stoichiometry,"Bureau of Mines Oil Shale Mine, East Rifle Creek area, Garfield County, Colorado, USA",Michael Scott,RRUFF,"Clear, colorless to brownish, massive",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070237,source_rruff_header/Nahcolite__R070237__Raman__785__0__unoriented__Raman_Data_RAW__20238.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040133,Rhodochrosite__R040133__Raman__514__0__unoriented__Raman_Data_RAW__9556,Carbonate,Rhodochrosite,RRUFF database,514.0,RAW,unoriented,R040133,Rhodochrosite,Mn^2+^CO3,(Mn0.92Mg0.02Ca0.01)C1.02O3,"Imuris, Sonora, Mexico",University of Arizona Mineral Museum,RRUFF,Pink cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040133,source_rruff_header/Rhodochrosite__R040133__Raman__514__0__unoriented__Raman_Data_RAW__9556.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040133,Rhodochrosite__R040133__Raman__532__0__unoriented__Raman_Data_RAW__19781,Carbonate,Rhodochrosite,RRUFF database,532.0,RAW,unoriented,R040133,Rhodochrosite,Mn^2+^CO3,(Mn0.92Mg0.02Ca0.01)C1.02O3,"Imuris, Sonora, Mexico",University of Arizona Mineral Museum,RRUFF,Pink cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040133,source_rruff_header/Rhodochrosite__R040133__Raman__532__0__unoriented__Raman_Data_RAW__19781.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040133,Rhodochrosite__R040133__Raman__785__0__unoriented__Raman_Data_RAW__19783,Carbonate,Rhodochrosite,RRUFF database,785.0,RAW,unoriented,R040133,Rhodochrosite,Mn^2+^CO3,(Mn0.92Mg0.02Ca0.01)C1.02O3,"Imuris, Sonora, Mexico",University of Arizona Mineral Museum,RRUFF,Pink cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040133,source_rruff_header/Rhodochrosite__R040133__Raman__785__0__unoriented__Raman_Data_RAW__19783.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050019,Rhodochrosite__R050019__Raman__514__0__unoriented__Raman_Data_RAW__9864,Carbonate,Rhodochrosite,RRUFF database,514.0,RAW,unoriented,R050019,Rhodochrosite,Mn^2+^CO3,Mn1.00CO3,"Home Sweet Home mine, Colorado, USA",Eugene Schlepp,RRUFF,Pink single crystal rhombs on quartz,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050019,source_rruff_header/Rhodochrosite__R050019__Raman__514__0__unoriented__Raman_Data_RAW__9864.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050019,Rhodochrosite__R050019__Raman__532__0__unoriented__Raman_Data_RAW__21139,Carbonate,Rhodochrosite,RRUFF database,532.0,RAW,unoriented,R050019,Rhodochrosite,Mn^2+^CO3,Mn1.00CO3,"Home Sweet Home mine, Colorado, USA",Eugene Schlepp,RRUFF,Pink single crystal rhombs on quartz,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050019,source_rruff_header/Rhodochrosite__R050019__Raman__532__0__unoriented__Raman_Data_RAW__21139.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050019,Rhodochrosite__R050019__Raman__785__0__unoriented__Raman_Data_RAW__21141,Carbonate,Rhodochrosite,RRUFF database,785.0,RAW,unoriented,R050019,Rhodochrosite,Mn^2+^CO3,Mn1.00CO3,"Home Sweet Home mine, Colorado, USA",Eugene Schlepp,RRUFF,Pink single crystal rhombs on quartz,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050019,source_rruff_header/Rhodochrosite__R050019__Raman__785__0__unoriented__Raman_Data_RAW__21141.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050116,Rhodochrosite__R050116__Raman__514__0__unoriented__Raman_Data_RAW__10105,Carbonate,Rhodochrosite,RRUFF database,514.0,RAW,unoriented,R050116,Rhodochrosite,Mn^2+^CO3,(Mn0.81Fe0.17Mg0.01Ca0.01)CO3,"Wudong mine, Liubao, Guangxi Autonomous Region, China",He Xin Jian,RRUFF,Pink crystal associated with colorless quartz,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050116,source_rruff_header/Rhodochrosite__R050116__Raman__514__0__unoriented__Raman_Data_RAW__10105.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050116,Rhodochrosite__R050116__Raman__532__0__unoriented__Raman_Data_RAW__27090,Carbonate,Rhodochrosite,RRUFF database,532.0,RAW,unoriented,R050116,Rhodochrosite,Mn^2+^CO3,(Mn0.81Fe0.17Mg0.01Ca0.01)CO3,"Wudong mine, Liubao, Guangxi Autonomous Region, China",He Xin Jian,RRUFF,Pink crystal associated with colorless quartz,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050116,source_rruff_header/Rhodochrosite__R050116__Raman__532__0__unoriented__Raman_Data_RAW__27090.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050116,Rhodochrosite__R050116__Raman__780__0__unoriented__Raman_Data_RAW__27093,Carbonate,Rhodochrosite,RRUFF database,780.0,RAW,unoriented,R050116,Rhodochrosite,Mn^2+^CO3,(Mn0.81Fe0.17Mg0.01Ca0.01)CO3,"Wudong mine, Liubao, Guangxi Autonomous Region, China",He Xin Jian,RRUFF,Pink crystal associated with colorless quartz,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050116,source_rruff_header/Rhodochrosite__R050116__Raman__780__0__unoriented__Raman_Data_RAW__27093.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050138,Rhodochrosite__X050138__Raman__785__0__unoriented__Raman_Data_Processed__6652,Carbonate,Rhodochrosite,RRUFF database,785.0,Processed,unoriented,X050138,Rhodochrosite,Mn^2+^CO3,,"Colorado, USA",G.R. Rossman,Caltech,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050138,source_rruff_header/Rhodochrosite__X050138__Raman__785__0__unoriented__Raman_Data_Processed__6652.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R100002,Rhodochrosite__R100002__Raman__532__0__unoriented__Raman_Data_RAW__33522,Carbonate,Rhodochrosite,RRUFF database,532.0,RAW,unoriented,R100002,Rhodochrosite,Mn^2+^CO3,,"Wudong mine, Liubao, Guangxi Autonomous Region, China",Marcus Origlieri,RRUFF,Red cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction.,https://rruff.info/R100002,source_rruff_header/Rhodochrosite__R100002__Raman__532__0__unoriented__Raman_Data_RAW__33522.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R100002,Rhodochrosite__R100002__Raman__780__0__unoriented__Raman_Data_RAW__33526,Carbonate,Rhodochrosite,RRUFF database,780.0,RAW,unoriented,R100002,Rhodochrosite,Mn^2+^CO3,,"Wudong mine, Liubao, Guangxi Autonomous Region, China",Marcus Origlieri,RRUFF,Red cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction.,https://rruff.info/R100002,source_rruff_header/Rhodochrosite__R100002__Raman__780__0__unoriented__Raman_Data_RAW__33526.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R100162,Rhodochrosite__R100162__Raman__532__0__unoriented__Raman_Data_RAW__34655,Carbonate,Rhodochrosite,RRUFF database,532.0,RAW,unoriented,R100162,Rhodochrosite,Mn^2+^CO3,,"N'Chwaning mine, Kuruman, Kalahari manganese field, Cape Province, South Africa",William W. Pinch,RRUFF,Reddish-purple cut gemstone,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,https://rruff.info/R100162,source_rruff_header/Rhodochrosite__R100162__Raman__532__0__unoriented__Raman_Data_RAW__34655.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R100162,Rhodochrosite__R100162__Raman__780__0__unoriented__Raman_Data_RAW__34657,Carbonate,Rhodochrosite,RRUFF database,780.0,RAW,unoriented,R100162,Rhodochrosite,Mn^2+^CO3,,"N'Chwaning mine, Kuruman, Kalahari manganese field, Cape Province, South Africa",William W. Pinch,RRUFF,Reddish-purple cut gemstone,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,https://rruff.info/R100162,source_rruff_header/Rhodochrosite__R100162__Raman__780__0__unoriented__Raman_Data_RAW__34657.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040034,Siderite__R040034__Raman__514__0__unoriented__Raman_Data_RAW__9315,Carbonate,Siderite,RRUFF database,514.0,RAW,unoriented,R040034,Siderite,Fe^2+^CO3,(Fe0.72Mg0.24Mn0.03Ca0.01)Σ=1C1.00O3; CO2 estimated by difference,"Pribram, Czech Republic",University of Arizona Mineral Museum,RRUFF,Group of tan colored flattened rhombohedra,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040034,source_rruff_header/Siderite__R040034__Raman__514__0__unoriented__Raman_Data_RAW__9315.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040034,Siderite__R040034__Raman__780__0__unoriented__Raman_Data_RAW__26348,Carbonate,Siderite,RRUFF database,780.0,RAW,unoriented,R040034,Siderite,Fe^2+^CO3,(Fe0.72Mg0.24Mn0.03Ca0.01)Σ=1C1.00O3; CO2 estimated by difference,"Pribram, Czech Republic",University of Arizona Mineral Museum,RRUFF,Group of tan colored flattened rhombohedra,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040034,source_rruff_header/Siderite__R040034__Raman__780__0__unoriented__Raman_Data_RAW__26348.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040034,Siderite__R040034__Raman__532__0__unoriented__Raman_Data_RAW__26350,Carbonate,Siderite,RRUFF database,532.0,RAW,unoriented,R040034,Siderite,Fe^2+^CO3,(Fe0.72Mg0.24Mn0.03Ca0.01)Σ=1C1.00O3; CO2 estimated by difference,"Pribram, Czech Republic",University of Arizona Mineral Museum,RRUFF,Group of tan colored flattened rhombohedra,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040034,source_rruff_header/Siderite__R040034__Raman__532__0__unoriented__Raman_Data_RAW__26350.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050143,Siderite__X050143__Raman__785__0__unoriented__Raman_Data_Processed__6663,Carbonate,Siderite,RRUFF database,785.0,Processed,unoriented,X050143,Siderite,Fe^2+^CO3,,"Invigtut, Greenland",Caltech,Caltech,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050143,source_rruff_header/Siderite__X050143__Raman__785__0__unoriented__Raman_Data_Processed__6663.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050144,Siderite__X050144__Raman__785__0__unoriented__Raman_Data_Processed__6664,Carbonate,Siderite,RRUFF database,785.0,Processed,unoriented,X050144,Siderite,Fe^2+^CO3,,"near Rio de Janeiro, Brazil",CIT,Caltech,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050144,source_rruff_header/Siderite__X050144__Raman__785__0__unoriented__Raman_Data_Processed__6664.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050145,Siderite__X050145__Raman__514__0__unoriented__Raman_Data_RAW__6682,Carbonate,Siderite,RRUFF database,514.0,RAW,unoriented,X050145,Siderite,Fe^2+^CO3,,,Caltech,Caltech,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050145,source_rruff_header/Siderite__X050145__Raman__514__0__unoriented__Raman_Data_RAW__6682.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050262,Siderite__R050262__Raman__514__0__unoriented__Raman_Data_RAW__10944,Carbonate,Siderite,RRUFF database,514.0,RAW,unoriented,R050262,Siderite,Fe^2+^CO3,(Fe0.71Mg0.24Mn0.05)Σ=1CO3 ; light : (Fe0.60Mg0.36Mn0.04)Σ=1CO3 ; intermediate : (Fe0.54Mg0.42Mn0.04)Σ=1CO3 ; darker : (Mg0.54Fe0.42Mn0.04)Σ=1CO3 darkest = magnesite,"Panasqueira mine, Barroca Grande, Beira Baixa, Portugal",Marcus Origlieri,RRUFF,Group of yellowish brown flattened twinned crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050262,source_rruff_header/Siderite__R050262__Raman__514__0__unoriented__Raman_Data_RAW__10944.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050262,Siderite__R050262__Raman__532__0__unoriented__Raman_Data_RAW__28257,Carbonate,Siderite,RRUFF database,532.0,RAW,unoriented,R050262,Siderite,Fe^2+^CO3,(Fe0.71Mg0.24Mn0.05)Σ=1CO3 ; light : (Fe0.60Mg0.36Mn0.04)Σ=1CO3 ; intermediate : (Fe0.54Mg0.42Mn0.04)Σ=1CO3 ; darker : (Mg0.54Fe0.42Mn0.04)Σ=1CO3 darkest = magnesite,"Panasqueira mine, Barroca Grande, Beira Baixa, Portugal",Marcus Origlieri,RRUFF,Group of yellowish brown flattened twinned crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050262,source_rruff_header/Siderite__R050262__Raman__532__0__unoriented__Raman_Data_RAW__28257.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050262,Siderite__R050262__Raman__780__0__unoriented__Raman_Data_RAW__28259,Carbonate,Siderite,RRUFF database,780.0,RAW,unoriented,R050262,Siderite,Fe^2+^CO3,(Fe0.71Mg0.24Mn0.05)Σ=1CO3 ; light : (Fe0.60Mg0.36Mn0.04)Σ=1CO3 ; intermediate : (Fe0.54Mg0.42Mn0.04)Σ=1CO3 ; darker : (Mg0.54Fe0.42Mn0.04)Σ=1CO3 darkest = magnesite,"Panasqueira mine, Barroca Grande, Beira Baixa, Portugal",Marcus Origlieri,RRUFF,Group of yellowish brown flattened twinned crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050262,source_rruff_header/Siderite__R050262__Raman__780__0__unoriented__Raman_Data_RAW__28259.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050349,Siderite__R050349__Raman__514__0__unoriented__Raman_Data_RAW__10799,Carbonate,Siderite,RRUFF database,514.0,RAW,unoriented,R050349,Siderite,Fe^2+^CO3,(Fe0.83Mg0.09Mn0.05Ca0.01)Σ=0.98CO3,"Litchfield County, Connecticut, USA",California Institute of Technology,RRUFF,Grayish brown rhombohedral cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050349,source_rruff_header/Siderite__R050349__Raman__514__0__unoriented__Raman_Data_RAW__10799.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050349,Siderite__R050349__Raman__532__0__unoriented__Raman_Data_RAW__29279,Carbonate,Siderite,RRUFF database,532.0,RAW,unoriented,R050349,Siderite,Fe^2+^CO3,(Fe0.83Mg0.09Mn0.05Ca0.01)Σ=0.98CO3,"Litchfield County, Connecticut, USA",California Institute of Technology,RRUFF,Grayish brown rhombohedral cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050349,source_rruff_header/Siderite__R050349__Raman__532__0__unoriented__Raman_Data_RAW__29279.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050349,Siderite__R050349__Raman__780__0__unoriented__Raman_Data_RAW__29281,Carbonate,Siderite,RRUFF database,780.0,RAW,unoriented,R050349,Siderite,Fe^2+^CO3,(Fe0.83Mg0.09Mn0.05Ca0.01)Σ=0.98CO3,"Litchfield County, Connecticut, USA",California Institute of Technology,RRUFF,Grayish brown rhombohedral cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050349,source_rruff_header/Siderite__R050349__Raman__780__0__unoriented__Raman_Data_RAW__29281.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050228,Trona__R050228__Raman__514__0__unoriented__Raman_Data_RAW__16327,Carbonate,Trona,RRUFF database,514.0,RAW,unoriented,R050228,Trona,Na3(HCO3)(CO3)&#183;2H2O,Na3.00(CO3)(HCO3)·2H2O ; CO2 and H not measured but estimated by stoichiometry. The lighter inclusion is dolomite.,"Stauffer mine, Green River, Wyoming, USA",Marcus Origlieri,RRUFF,Aggregate of pale yellowish brown flattened crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050228,source_rruff_header/Trona__R050228__Raman__514__0__unoriented__Raman_Data_RAW__16327.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050228,Trona__R050228__Raman__780__0__unoriented__Raman_Data_RAW__28227,Carbonate,Trona,RRUFF database,780.0,RAW,unoriented,R050228,Trona,Na3(HCO3)(CO3)&#183;2H2O,Na3.00(CO3)(HCO3)·2H2O ; CO2 and H not measured but estimated by stoichiometry. The lighter inclusion is dolomite.,"Stauffer mine, Green River, Wyoming, USA",Marcus Origlieri,RRUFF,Aggregate of pale yellowish brown flattened crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050228,source_rruff_header/Trona__R050228__Raman__780__0__unoriented__Raman_Data_RAW__28227.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050228,Trona__R050228__Raman__532__0__unoriented__Raman_Data_RAW__28228,Carbonate,Trona,RRUFF database,532.0,RAW,unoriented,R050228,Trona,Na3(HCO3)(CO3)&#183;2H2O,Na3.00(CO3)(HCO3)·2H2O ; CO2 and H not measured but estimated by stoichiometry. The lighter inclusion is dolomite.,"Stauffer mine, Green River, Wyoming, USA",Marcus Origlieri,RRUFF,Aggregate of pale yellowish brown flattened crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050228,source_rruff_header/Trona__R050228__Raman__532__0__unoriented__Raman_Data_RAW__28228.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050499,Trona__R050499__Raman__514__0__unoriented__Raman_Data_RAW__16321,Carbonate,Trona,RRUFF database,514.0,RAW,unoriented,R050499,Trona,Na3(HCO3)(CO3)&#183;2H2O,Na3.00(CO3)(HCO3)·2H2O ; CO3 and HCO3 were estimated by stoichiometry,"Searles Lake, Trona, San Bernardino County, California, USA",California Institute of Technology,RRUFF,Gray columnar massive,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050499,source_rruff_header/Trona__R050499__Raman__514__0__unoriented__Raman_Data_RAW__16321.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050499,Trona__R050499__Raman__780__0__unoriented__Raman_Data_RAW__27310,Carbonate,Trona,RRUFF database,780.0,RAW,unoriented,R050499,Trona,Na3(HCO3)(CO3)&#183;2H2O,Na3.00(CO3)(HCO3)·2H2O ; CO3 and HCO3 were estimated by stoichiometry,"Searles Lake, Trona, San Bernardino County, California, USA",California Institute of Technology,RRUFF,Gray columnar massive,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050499,source_rruff_header/Trona__R050499__Raman__780__0__unoriented__Raman_Data_RAW__27310.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050499,Trona__R050499__Raman__532__0__unoriented__Raman_Data_RAW__27312,Carbonate,Trona,RRUFF database,532.0,RAW,unoriented,R050499,Trona,Na3(HCO3)(CO3)&#183;2H2O,Na3.00(CO3)(HCO3)·2H2O ; CO3 and HCO3 were estimated by stoichiometry,"Searles Lake, Trona, San Bernardino County, California, USA",California Institute of Technology,RRUFF,Gray columnar massive,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050499,source_rruff_header/Trona__R050499__Raman__532__0__unoriented__Raman_Data_RAW__27312.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040098,Fluorapatite__R040098__Raman__514__0__unoriented__Raman_Data_RAW__9474,Phosphate,Fluorapatite,RRUFF database,514.0,RAW,unoriented,R040098,Fluorapatite,Ca5(PO4)3F,Ca5.00((P0.98Si0.01S0.01)O4)3F1.00,"Cerro de Mercado mine, Durango, Mexico",Marcus Origlieri,RRUFF,Pale yellow short hexagonal prism,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040098,source_rruff_header/Fluorapatite__R040098__Raman__514__0__unoriented__Raman_Data_RAW__9474.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040098,Fluorapatite__R040098__Raman__532__0__unoriented__Raman_Data_RAW__15710,Phosphate,Fluorapatite,RRUFF database,532.0,RAW,unoriented,R040098,Fluorapatite,Ca5(PO4)3F,Ca5.00((P0.98Si0.01S0.01)O4)3F1.00,"Cerro de Mercado mine, Durango, Mexico",Marcus Origlieri,RRUFF,Pale yellow short hexagonal prism,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040098,source_rruff_header/Fluorapatite__R040098__Raman__532__0__unoriented__Raman_Data_RAW__15710.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040098,Fluorapatite__R040098__Raman__785__0__unoriented__Raman_Data_RAW__15712,Phosphate,Fluorapatite,RRUFF database,785.0,RAW,unoriented,R040098,Fluorapatite,Ca5(PO4)3F,Ca5.00((P0.98Si0.01S0.01)O4)3F1.00,"Cerro de Mercado mine, Durango, Mexico",Marcus Origlieri,RRUFF,Pale yellow short hexagonal prism,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040098,source_rruff_header/Fluorapatite__R040098__Raman__785__0__unoriented__Raman_Data_RAW__15712.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
