materialized_spectrum_id,parent_spectrum_id,model_label,subtype_label,source_type,source_id,split_main,is_augmented,materialized_file_path,materialized_file_sha256,augmentation_seed,augmentation_parameters_json
AUG_K-Feldspar_0124_from_PARENT_0210,PARENT_0210,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R050054,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0124_from_PARENT_0210.csv,e190708f62de34451a307e0a9f99a03011bfdc93cf29c9f6218abc76c6d6d77f,3997153500,"{""applied"": [""peak_envelope_intensity_perturbation"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.8899783708907707, ""center_cm-1"": 875.335, ""half_width_points"": 23}, {""attenuation_factor"": 0.8051500700240817, ""center_cm-1"": 1163.211, ""half_width_points"": 12}], ""detected_band_centers_cm-1"": [257.624, 284.948, 330.812, 453.769, 476.214, 512.32, 748.475, 813.857, 994.389, 1138.814], ""noise_sigma"": 0.024355792909236285, ""peak_envelope_events"": [{""amplitude"": 0.0317569611081467, ""center_cm-1"": 257.624, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.831797803428731}, {""amplitude"": 0.06721588415499467, ""center_cm-1"": 284.948, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.596191252105529}, {""amplitude"": -0.0072597473764061116, ""center_cm-1"": 330.812, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.0064276802630285}, {""amplitude"": 0.03378921199806677, ""center_cm-1"": 453.769, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 7.186061520831773}, {""amplitude"": 0.020863003570533264, ""center_cm-1"": 476.214, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.381273951037254}, {""amplitude"": -0.023229666715641757, ""center_cm-1"": 512.32, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.2765557315409}, {""amplitude"": -0.006338530685570609, ""center_cm-1"": 748.475, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 7.789549823047734}, {""amplitude"": -0.0349428680808985, ""center_cm-1"": 813.857, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.139481080182503}, {""amplitude"": -0.00017952342859947623, ""center_cm-1"": 994.389, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.096745931592203}, {""amplitude"": 0.027477617514489516, ""center_cm-1"": 1138.814, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.406692464270142}]}"
AUG_K-Feldspar_0125_from_PARENT_0211,PARENT_0211,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R050054,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0125_from_PARENT_0211.csv,7a6af6ef2703994dc6d9b2180d494ad1fa968d5d893e11a9f388176c50a69ec1,4229936541,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening""], ""baseline_coefficients"": [0.0003844532184302807, -0.007079139351844788, 0.01171016599982977], ""broadening_alpha"": 0.4496606971351529, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [265.431, 283.972, 452.793, 474.262, 512.32, 748.475, 811.905, 993.413, 1136.863], ""gamma"": 0.9838684711700743, ""noise_sigma"": 0.008342716539585925}"
AUG_K-Feldspar_0126_from_PARENT_0212,PARENT_0212,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R050054,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0126_from_PARENT_0212.csv,fc839ec53e978931d12e7cf00cca097b933d94d268d5258a3046550ad2dbdd8e,791865646,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.8996229131847987, ""center_cm-1"": 929.007, ""half_width_points"": 29}, {""attenuation_factor"": 0.8948214086111411, ""center_cm-1"": 918.273, ""half_width_points"": 29}], ""baseline_coefficients"": [0.009149022400379181, -0.014760155230760574, 0.009058958850800991], ""detected_band_centers_cm-1"": [266.406, 284.948, 453.769, 474.262, 513.296], ""gamma"": 1.086506222535701, ""noise_sigma"": 0.009863892463725318}"
AUG_K-Feldspar_0127_from_PARENT_0213,PARENT_0213,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R050150,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0127_from_PARENT_0213.csv,3b5496846a8781c1abb3b0b503449aaacaccb7189dca3f86a3fe535e6e860bf1,1394997032,"{""applied"": [""gamma_intensity_response"", ""symmetric_broadening""], ""broadening_alpha"": 0.3715357508793557, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [256.648, 283.972, 453.769, 474.262, 512.32, 746.524, 812.881, 853.867, 1001.22, 1040.254, 1123.201, 1138.814], ""gamma"": 0.8893785502104488}"
AUG_K-Feldspar_0128_from_PARENT_0214,PARENT_0214,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R050150,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0128_from_PARENT_0214.csv,d55ed0b1d48f55dd205f49b2ed7250dbd1b09e2632958086bdc8a5027db0e73e,2778229538,"{""applied"": [""gamma_intensity_response"", ""peak_envelope_intensity_perturbation"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.8044065453468984, ""center_cm-1"": 1198.341, ""half_width_points"": 10}], ""detected_band_centers_cm-1"": [266.406, 284.948, 453.769, 476.214, 513.296, 748.475, 811.905], ""gamma"": 1.2283220971043205, ""noise_sigma"": 0.00500197964133964, ""peak_envelope_events"": [{""amplitude"": 0.02930853206017428, ""center_cm-1"": 266.406, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.102089653883684}, {""amplitude"": -0.030696091071272365, ""center_cm-1"": 284.948, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.741373739601786}, {""amplitude"": -0.05916965244864672, ""center_cm-1"": 453.769, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.724599830666582}, {""amplitude"": -0.05311601425568402, ""center_cm-1"": 476.214, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 7.552616171901505}, {""amplitude"": -0.0009775479584070157, ""center_cm-1"": 513.296, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.602339693664922}, {""amplitude"": 0.021458651523812086, ""center_cm-1"": 748.475, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.996623872373917}, {""amplitude"": -0.006544904541249064, ""center_cm-1"": 811.905, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.541329726357111}]}"
AUG_K-Feldspar_0129_from_PARENT_0215,PARENT_0215,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R050150,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0129_from_PARENT_0215.csv,12aeb1879b09df22350d1c33784617233aca5add69c0a46dba7d4502fcb9e112,3620027536,"{""applied"": [""gamma_intensity_response"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.8177752083172753, ""center_cm-1"": 465.479, ""half_width_points"": 21}, {""attenuation_factor"": 0.8896809016944713, ""center_cm-1"": 746.524, ""half_width_points"": 17}], ""detected_band_centers_cm-1"": [285.923, 510.368, 893.877, 968.041, 991.461, 1037.326, 1052.94], ""gamma"": 1.2920989928851454}"
AUG_K-Feldspar_0130_from_PARENT_0216,PARENT_0216,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R050193,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0130_from_PARENT_0216.csv,4df67666cf9c4a19a6a9a1b96920ca740f2537cdf7ccbd563d6a3573e18a7a2b,951114018,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise"", ""symmetric_broadening""], ""broadening_alpha"": 0.3549112183136136, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [281.044, 475.238, 512.32, 811.905, 1138.814], ""gamma"": 0.8333196510960251, ""noise_sigma"": 0.013340736575420512}"
AUG_K-Feldspar_0131_from_PARENT_0217,PARENT_0217,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R050193,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0131_from_PARENT_0217.csv,370ca48cb84d368270144b1a6e046d3be5e6625b8dc783a853114f34a2783f16,2127031916,"{""applied"": [""gamma_intensity_response"", ""peak_envelope_intensity_perturbation"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening""], ""baseline_coefficients"": [0.0020007845014333725, 0.03113621100783348, 0.006776432506740093], ""broadening_alpha"": 0.3887510168406967, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [281.044, 455.721, 475.238, 513.296], ""gamma"": 0.8574118494419178, ""noise_sigma"": 0.020986088327329556, ""peak_envelope_events"": [{""amplitude"": 0.02845378516948953, ""center_cm-1"": 281.044, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.2314692061502726}, {""amplitude"": 0.0041040544892564645, ""center_cm-1"": 455.721, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.995223031275923}, {""amplitude"": 0.07712253889480196, ""center_cm-1"": 475.238, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.355934689844743}, {""amplitude"": -0.03152223396201546, ""center_cm-1"": 513.296, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.886575400128796}]}"
AUG_K-Feldspar_0132_from_PARENT_0218,PARENT_0218,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R050193,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0132_from_PARENT_0218.csv,ceb0751f61add5320d5a3090a89371384ffb65813e9ca1509216f272945ccbdf,421031114,"{""applied"": [""peak_envelope_intensity_perturbation""], ""detected_band_centers_cm-1"": [282.02, 454.745, 476.214, 513.296, 748.475, 811.905], ""peak_envelope_events"": [{""amplitude"": 0.055160538452980204, ""center_cm-1"": 282.02, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.46618573940188}, {""amplitude"": -0.044545080364321005, ""center_cm-1"": 454.745, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 7.861723219346821}, {""amplitude"": 0.02931744219397245, ""center_cm-1"": 476.214, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.499415911696458}, {""amplitude"": 0.07043198955261855, ""center_cm-1"": 513.296, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.713563632906762}, {""amplitude"": -0.06584942539047471, ""center_cm-1"": 748.475, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.237869985915411}, {""amplitude"": -0.01933322934156495, ""center_cm-1"": 811.905, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.666190387331117}]}"
AUG_K-Feldspar_0133_from_PARENT_0219,PARENT_0219,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,X050117,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0133_from_PARENT_0219.csv,32dba17499cc1b938dfd33b6567fcc4c589de5008dd93713980d9d2afc8d84ae,1535151778,"{""applied"": [""gamma_intensity_response""], ""detected_band_centers_cm-1"": [265.431, 282.996, 406.929, 453.769, 476.214, 513.296, 811.905], ""gamma"": 0.8579262890226017}"
AUG_K-Feldspar_0134_from_PARENT_0220,PARENT_0220,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R120005,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0134_from_PARENT_0220.csv,b728a94176c0b5fcccfe1ea6b03b2ace143166a24fb4dae0c9b5f9b243239195,1679779793,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.7841268291907622, ""center_cm-1"": 1159.307, ""half_width_points"": 11}, {""attenuation_factor"": 0.8759427609314527, ""center_cm-1"": 923.152, ""half_width_points"": 27}, {""attenuation_factor"": 0.9312722657601944, ""center_cm-1"": 579.654, ""half_width_points"": 13}], ""detected_band_centers_cm-1"": [265.431, 284.948, 453.769, 475.238, 512.32, 649.915, 747.499, 812.881, 994.389, 1124.177], ""gamma"": 1.3183728187219583, ""noise_sigma"": 0.005252170362416997}"
AUG_K-Feldspar_0135_from_PARENT_0221,PARENT_0221,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R120005,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0135_from_PARENT_0221.csv,de82d0f72a5dfeaa7c56bb255a5f7520790999274438702404225f5d8efb20ac,3007441143,"{""applied"": [""residual_baseline"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.9359576148741839, ""center_cm-1"": 267.382, ""half_width_points"": 33}, {""attenuation_factor"": 0.8645676987000617, ""center_cm-1"": 507.441, ""half_width_points"": 19}], ""baseline_coefficients"": [-0.001806725631467998, 0.012306277640163898, -0.01704583875834942], ""detected_band_centers_cm-1"": [265.431, 284.948, 371.798, 402.049, 453.769, 475.238, 512.32, 649.915, 747.499, 812.881]}"
AUG_K-Feldspar_0136_from_PARENT_0222,PARENT_0222,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R150015,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0136_from_PARENT_0222.csv,d03ef755dd4c143f3e4ad9eb317fb195fcf6c041c43b5dc63d21ee03d8b45b91,1561239716,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [0.0032360234763473272, 0.03509741276502609, -0.0067569478414952755], ""detected_band_centers_cm-1"": [281.044, 476.214, 514.272, 750.427, 1122.225], ""gamma"": 1.1519249280051438, ""noise_sigma"": 0.01693843139124618}"
AUG_K-Feldspar_0137_from_PARENT_0223,PARENT_0223,K-Feldspar,Microcline,Deterministic augmentation of RRUFF database,R150015,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0137_from_PARENT_0223.csv,bdf82467b799251c87a6e4a36fa1f9fc324ad4c69266d800f01983d569fd2205,1326217,"{""applied"": [""peak_envelope_intensity_perturbation"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening""], ""baseline_coefficients"": [-0.00464146351441741, -0.01019726786762476, 0.001429065247066319], ""broadening_alpha"": 0.3015901701746052, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [282.02, 476.214, 514.272, 862.649], ""noise_sigma"": 0.021098188589428735, ""peak_envelope_events"": [{""amplitude"": 0.06191233425203581, ""center_cm-1"": 282.02, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.863256537160684}, {""amplitude"": 0.005902945052162281, ""center_cm-1"": 476.214, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.333738039001976}, {""amplitude"": 0.06141984956592937, ""center_cm-1"": 514.272, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.133067761983725}, {""amplitude"": 0.07657161625404084, ""center_cm-1"": 862.649, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.509329852585612}]}"
AUG_K-Feldspar_0138_from_PARENT_0225,PARENT_0225,K-Feldspar,Orthoclase,Deterministic augmentation of RRUFF database,R040055,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0138_from_PARENT_0225.csv,54821acd421cc6cb76a7e64aade3f82d7480e4ca6ead4829f8e24a19d9807fa3,917349093,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [282.02, 475.238, 513.296, 808.978], ""gamma"": 0.9431499206280466, ""noise_sigma"": 0.006792161601491192}"
AUG_K-Feldspar_0139_from_PARENT_0226,PARENT_0226,K-Feldspar,Orthoclase,Deterministic augmentation of RRUFF database,R040055,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0139_from_PARENT_0226.csv,8f5d628efe76aa9924f438109eeba25571a4280eefad2bf58b00980ebce5b3e0,978159368,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [280.068, 404.977, 473.286, 512.32], ""gamma"": 1.2921293817759296, ""noise_sigma"": 0.017524714173461187}"
AUG_K-Feldspar_0140_from_PARENT_0227,PARENT_0227,K-Feldspar,Orthoclase,Deterministic augmentation of RRUFF database,R040055,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0140_from_PARENT_0227.csv,4886b803b9bb9c3286ad235f5c418770302969dbb02ddcd6846d1115f76c863a,1973469158,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.7846077753189524, ""center_cm-1"": 263.479, ""half_width_points"": 21}, {""attenuation_factor"": 0.8184109530652369, ""center_cm-1"": 834.35, ""half_width_points"": 18}], ""detected_band_centers_cm-1"": [280.068, 473.286, 512.32, 809.954, 992.437, 1129.056], ""gamma"": 0.872173742954093, ""noise_sigma"": 0.005326498897203014}"
AUG_K-Feldspar_0141_from_PARENT_0232,PARENT_0232,K-Feldspar,Orthoclase,Deterministic augmentation of RRUFF database,X050125,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0141_from_PARENT_0232.csv,74b3615fa5ad86f820888c98d96f0fcc264505b9690cb46fb3447c26d8e65a4d,3562223513,"{""applied"": [""gamma_intensity_response""], ""detected_band_centers_cm-1"": [281.044, 453.769, 475.238, 514.272], ""gamma"": 1.07731959045638}"
AUG_K-Feldspar_0142_from_PARENT_0233,PARENT_0233,K-Feldspar,Orthoclase,Deterministic augmentation of RRUFF database,X050126,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0142_from_PARENT_0233.csv,3094b13acd5de76ee453c24023677fc1be0b91af11f57865b6486148d37ebe3c,2411485922,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [282.02, 453.769, 475.238, 513.296], ""gamma"": 1.238217061737136, ""noise_sigma"": 0.010806441602525162}"
AUG_K-Feldspar_0143_from_PARENT_0234,PARENT_0234,K-Feldspar,Orthoclase,Deterministic augmentation of RRUFF database,X050123.4,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0143_from_PARENT_0234.csv,16d0f058d64cedac2e600990ea7e318d907c535bb86095379c1f859c6533c1cb,1564200570,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise"", ""symmetric_broadening""], ""broadening_alpha"": 0.39612941872489166, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [281.044, 475.238, 514.272, 808.978], ""gamma"": 1.3485690414019067, ""noise_sigma"": 0.017235116446278686}"
AUG_K-Feldspar_0144_from_PARENT_0235,PARENT_0235,K-Feldspar,Orthoclase,Deterministic augmentation of RRUFF database,R050367,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0144_from_PARENT_0235.csv,ae59545272c309788b21e6c0ce36c10c0a0b181492ceaf0df8d55f21be5b2617,781518386,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.752925601439942, ""center_cm-1"": 246.889, ""half_width_points"": 19}, {""attenuation_factor"": 0.7970494039618963, ""center_cm-1"": 1175.897, ""half_width_points"": 20}], ""baseline_coefficients"": [0.01898389682173729, -0.007076544221490622, 0.011629784479737282], ""detected_band_centers_cm-1"": [280.068, 475.238, 512.32, 746.524, 1130.032], ""gamma"": 0.7892398894885256, ""noise_sigma"": 0.018491121168926986}"
AUG_K-Feldspar_0145_from_PARENT_0236,PARENT_0236,K-Feldspar,Orthoclase,Deterministic augmentation of RRUFF database,R050367,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0145_from_PARENT_0236.csv,b966e19eae7906aa50992c7540428d425b75c576af104fc27d7ccfd3b7422f4a,2187301345,"{""applied"": [""peak_envelope_intensity_perturbation"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [627.47, 444.987, 697.731, 612.832, 594.291, 660.649, 485.972, 516.223, 472.31, 684.069, 668.456, 635.277], ""noise_sigma"": 0.01752385014414426, ""peak_envelope_events"": [{""amplitude"": -0.04802207112663014, ""center_cm-1"": 627.47, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.329327316557327}, {""amplitude"": 0.07574927521672385, ""center_cm-1"": 444.987, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.596665369859707}, {""amplitude"": -0.05076840504600845, ""center_cm-1"": 697.731, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.488480546092253}, {""amplitude"": 0.0017509121511873893, ""center_cm-1"": 612.832, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.614343598853932}, {""amplitude"": 0.03962663251700281, ""center_cm-1"": 594.291, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.56770451241772}, {""amplitude"": -0.050782735546936006, ""center_cm-1"": 660.649, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.266238991433924}, {""amplitude"": -0.058190557523006864, ""center_cm-1"": 485.972, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.065957169857605}, {""amplitude"": 0.023246551638972157, ""center_cm-1"": 516.223, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.222332492813488}, {""amplitude"": 0.022699165835713964, ""center_cm-1"": 472.31, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 7.685270416281616}, {""amplitude"": -0.07908809543800732, ""center_cm-1"": 684.069, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.89814854842982}, {""amplitude"": -0.058213914469747025, ""center_cm-1"": 668.456, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.153253854332869}, {""amplitude"": -0.05174267154274849, ""center_cm-1"": 635.277, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.081896564261976}]}"
AUG_K-Feldspar_0146_from_PARENT_0238,PARENT_0238,K-Feldspar,Orthoclase,Deterministic augmentation of RRUFF database,R070001,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0146_from_PARENT_0238.csv,09f7fd657abada8de4ef097466a89286683b522e9a31b97278797ff2e09d1c48,1364060172,"{""applied"": [], ""detected_band_centers_cm-1"": [282.996, 475.238, 513.296, 749.451, 1127.104]}"
AUG_K-Feldspar_0147_from_PARENT_0239,PARENT_0239,K-Feldspar,Orthoclase,Deterministic augmentation of RRUFF database,R070001,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0147_from_PARENT_0239.csv,c365dc6eb6739626217c6ff989547c55203934287032c75905078120f0bd9283,3710469863,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""symmetric_broadening""], ""baseline_coefficients"": [-0.003621468087658286, -0.018453655764460564, 0.006619410589337349], ""broadening_alpha"": 0.6358426872051466, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [282.02, 474.262, 513.296, 752.379, 1123.201], ""gamma"": 1.0483004069862827}"
AUG_K-Feldspar_0148_from_PARENT_0246,PARENT_0246,K-Feldspar,Sanidine,Deterministic augmentation of RRUFF database,X050140,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0148_from_PARENT_0246.csv,3ffd162fdf914313726a1211b4cb76ee67d8ba1264858cd60b634dca592d16b5,77131713,"{""applied"": [""gaussian_read_noise""], ""detected_band_centers_cm-1"": [282.996, 474.262, 514.272], ""noise_sigma"": 0.02297862485268018}"
AUG_K-Feldspar_0149_from_PARENT_0247,PARENT_0247,K-Feldspar,Sanidine,Deterministic augmentation of RRUFF database,R060313,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0149_from_PARENT_0247.csv,1a30a90538421e3578832962600bd156b96d62c2ef2c1f980e27090dd0b82666,4051599047,"{""applied"": [""gamma_intensity_response"", ""symmetric_broadening"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.7988673057794758, ""center_cm-1"": 1072.457, ""half_width_points"": 33}, {""attenuation_factor"": 0.8300126136975893, ""center_cm-1"": 487.924, ""half_width_points"": 20}], ""broadening_alpha"": 0.6330514542308615, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [282.02, 473.286, 513.296], ""gamma"": 1.324343677547228}"
AUG_K-Feldspar_0150_from_PARENT_0248,PARENT_0248,K-Feldspar,Sanidine,Deterministic augmentation of RRUFF database,R060313,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0150_from_PARENT_0248.csv,935ab18bfbccabddcf4a8bab7658fc6cfc73a128b0a4b60fcca239dd2063855e,2520658364,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise"", ""symmetric_broadening""], ""broadening_alpha"": 0.4358803030797953, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [282.02, 454.745, 473.286, 513.296, 803.123], ""gamma"": 1.2212348269313829, ""noise_sigma"": 0.019103326486650994}"
AUG_K-Feldspar_0151_from_PARENT_0918,PARENT_0918,K-Feldspar,Microline,Deterministic augmentation of Lab-acquired DUV spectra,DUV-Microline1,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0151_from_PARENT_0918.csv,d365f04aa5b1653ec8aeb126b0c88586b8f047894ee38465b43e693f7054c1c2,3425375599,"{""applied"": [""gaussian_read_noise""], ""detected_band_centers_cm-1"": [1207.124, 2787.021, 3846.792, 1815.077, 818.736, 2182.971, 3474.018, 3191.022, 3953.159, 1738.961, 505.489, 1117.346], ""noise_sigma"": 0.01926164276068626}"
AUG_K-Feldspar_0152_from_PARENT_0919,PARENT_0919,K-Feldspar,Orthoclase,Deterministic augmentation of Lab-acquired DUV spectra,DUV-Orthoclase1,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_K-Feldspar_0152_from_PARENT_0919.csv,12cb24315e9c287482af7dd12427b06b8b784ca63ee5832141196d35497a1e6b,1281763882,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise"", ""symmetric_broadening""], ""broadening_alpha"": 0.6229394090006595, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [2186.875, 2666.016, 2589.9, 2085.387, 1422.786, 1818.004, 1833.618, 1333.008, 3554.038, 455.721, 493.779, 1110.515], ""gamma"": 1.0980094886944094, ""noise_sigma"": 0.01201761309420234}"
