augmented_id,parent_spectrum_id,parent_group,model_label,major_category,subtype_label,source_type,split_main,repository_file,random_seed,augmentation_parameters_json
PARENT_0250__AUG_0073,PARENT_0250,RRUFF database__X050077,Olivine,Olivine,Fayalite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0250__AUG_0073.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.017741042455843955, -0.030851264247984782, -0.013270758278635681], ""detected_band_count"": 4, ""detected_band_positions_cm-1"": [316.11339198435974, 384.1798631476051, 819.6050830889541, 937.7204301075268], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.5420248785722646, ""weak_band_attenuation_windows"": []}"
PARENT_0292__AUG_0074,PARENT_0292,RRUFF database__R100101,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0292__AUG_0074.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.010568046958334314, -0.037933108818854165, -0.011673938742244035], ""detected_band_count"": 4, ""detected_band_positions_cm-1"": [823.6089931573803, 855.6402737047898, 919.702834799609, 960.7429130009776], ""gaussian_noise_sigma_normalized"": 0.018380718496204634, ""intensity_gamma"": 0.7935944158876559, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0268__AUG_0075,PARENT_0268,RRUFF database__R040057,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0268__AUG_0075.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 4, ""detected_band_positions_cm-1"": [539.3313782991202, 821.6070381231672, 852.6373411534702, 958.7409579667644], ""gaussian_noise_sigma_normalized"": 0.005027984092890281, ""intensity_gamma"": 0.9153393184670786, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0278__AUG_0076,PARENT_0278,RRUFF database__X050086,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0278__AUG_0076.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 7, ""detected_band_positions_cm-1"": [302.09970674486806, 436.23069403714567, 605.3958944281525, 822.6080156402737, 854.6392961876833, 880.6647116324535, 959.741935483871], ""gaussian_noise_sigma_normalized"": 0.010888857242261738, ""intensity_gamma"": 1.3246816669602546, ""symmetric_broadening_alpha"": 0.30909549056602315, ""weak_band_attenuation_windows"": []}"
PARENT_0269__AUG_0077,PARENT_0269,RRUFF database__R040057,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0269__AUG_0077.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [299.0967741935484, 600.3910068426197, 820.6060606060606, 852.6373411534702, 956.7390029325512], ""gaussian_noise_sigma_normalized"": 0.015774730553288673, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.5202619150602097, ""weak_band_attenuation_windows"": [{""factor"": 0.8222143531340289, ""index_start"": 162, ""index_stop"": 200}]}"
PARENT_0288__AUG_0078,PARENT_0288,RRUFF database__R100099,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0288__AUG_0078.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [306.10361681329425, 825.6109481915934, 857.6422287390029, 882.6666666666666, 965.7478005865104], ""gaussian_noise_sigma_normalized"": 0.023076206362303946, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0921__AUG_0079,PARENT_0921,Lab-acquired DUV spectra__DUV-Forsterite1,Olivine,Olivine,Forsterite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0921__AUG_0079.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.04959295705294939, -0.021538674315926327, 0.008202256394885473], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [437.0, 843.0, 1197.0, 1477.0, 1498.0, 1511.0, 2156.0, 2420.0, 2993.0, 3192.0, 3286.0, 3332.0], ""gaussian_noise_sigma_normalized"": 0.012577407025950718, ""intensity_gamma"": 1.0340973236308575, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0288__AUG_0080,PARENT_0288,RRUFF database__R100099,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0288__AUG_0080.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [306.10361681329425, 825.6109481915934, 857.6422287390029, 882.6666666666666, 965.7478005865104], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0264__AUG_0081,PARENT_0264,RRUFF database__R040018,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0264__AUG_0081.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.05444756395803772, ""center_cm-1"": 221.02052785923755, ""sigma_cm-1"": 4.054193721057377}, {""amplitude"": -0.07351347177512813, ""center_cm-1"": 301.0987292277615, ""sigma_cm-1"": 9.946327784459928}, {""amplitude"": -0.032047716734650664, ""center_cm-1"": 429.2238514173998, ""sigma_cm-1"": 7.8251559193422375}, {""amplitude"": -0.05265948186436996, ""center_cm-1"": 584.375366568915, ""sigma_cm-1"": 6.253537992434964}, {""amplitude"": 0.01115718290536949, ""center_cm-1"": 822.6080156402737, ""sigma_cm-1"": 8.42918494866938}, {""amplitude"": 0.06488051981661493, ""center_cm-1"": 853.6383186705767, ""sigma_cm-1"": 4.862537450275505}, {""amplitude"": -0.05905359086329648, ""center_cm-1"": 918.7018572825024, ""sigma_cm-1"": 4.947502668308377}, {""amplitude"": 0.02839597627649075, ""center_cm-1"": 958.7409579667644, ""sigma_cm-1"": 5.589006489913549}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 8, ""detected_band_positions_cm-1"": [221.02052785923755, 301.0987292277615, 429.2238514173998, 584.375366568915, 822.6080156402737, 853.6383186705767, 918.7018572825024, 958.7409579667644], ""gaussian_noise_sigma_normalized"": 0.023693473447499808, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0276__AUG_0082,PARENT_0276,RRUFF database__X050082,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0276__AUG_0082.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.019090219754663275, -0.023157718104095736, 0.00694053874185236], ""detected_band_count"": 9, ""detected_band_positions_cm-1"": [222.0215053763441, 302.09970674486806, 327.12414467253177, 542.3343108504398, 589.3802541544477, 822.6080156402737, 854.6392961876833, 918.7018572825024, 959.741935483871], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 0.9013865715950804, ""symmetric_broadening_alpha"": 0.5754510378825044, ""weak_band_attenuation_windows"": [{""factor"": 0.9332318851528583, ""index_start"": 444, ""index_stop"": 470}, {""factor"": 0.7635509437683007, ""index_start"": 748, ""index_stop"": 818}]}"
PARENT_0270__AUG_0083,PARENT_0270,RRUFF database__R040057,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0270__AUG_0083.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.01107727108731352, 0.004171170467071095, -0.002779118509583413], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [300.09775171065496, 601.3919843597263, 821.6070381231672, 853.6383186705767, 956.7390029325512], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.304969765206192, ""symmetric_broadening_alpha"": 0.4353488281707891, ""weak_band_attenuation_windows"": [{""factor"": 0.7836680209800106, ""index_start"": 784, ""index_stop"": 844}, {""factor"": 0.8427306696379991, ""index_start"": 713, ""index_stop"": 751}, {""factor"": 0.8562660443301413, ""index_start"": 789, ""index_stop"": 851}]}"
PARENT_0293__AUG_0084,PARENT_0293,RRUFF database__R100101,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0293__AUG_0084.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.07406244645675537, ""center_cm-1"": 302.09970674486806, ""sigma_cm-1"": 6.561945576342958}, {""amplitude"": 0.029154361340628696, ""center_cm-1"": 432.2267839687195, ""sigma_cm-1"": 8.757989483802334}, {""amplitude"": -0.030193386025461226, ""center_cm-1"": 584.375366568915, ""sigma_cm-1"": 7.055589512497804}, {""amplitude"": 0.07526381926164886, ""center_cm-1"": 823.6089931573803, ""sigma_cm-1"": 7.682040097319486}, {""amplitude"": -0.044103747450820414, ""center_cm-1"": 855.6402737047898, ""sigma_cm-1"": 5.872218753901983}, {""amplitude"": -0.034930282138275696, ""center_cm-1"": 881.6656891495601, ""sigma_cm-1"": 5.605135142429592}, {""amplitude"": -0.039726899488810224, ""center_cm-1"": 919.702834799609, ""sigma_cm-1"": 8.729089576918248}, {""amplitude"": 0.07121781646781673, ""center_cm-1"": 961.743890518084, ""sigma_cm-1"": 5.259075355469242}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.0057389571142723505, 0.022846249937557978, -0.02159251992427173], ""detected_band_count"": 8, ""detected_band_positions_cm-1"": [302.09970674486806, 432.2267839687195, 584.375366568915, 823.6089931573803, 855.6402737047898, 881.6656891495601, 919.702834799609, 961.743890518084], ""gaussian_noise_sigma_normalized"": 0.006649263328423918, ""intensity_gamma"": 1.1434041615187345, ""symmetric_broadening_alpha"": 0.25998223844788515, ""weak_band_attenuation_windows"": [{""factor"": 0.8260869543384524, ""index_start"": 549, ""index_stop"": 589}]}"
PARENT_0271__AUG_0085,PARENT_0271,RRUFF database__R050117,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0271__AUG_0085.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.012551538040738462, 0.014237438929744944, -0.013092186047153542], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [301.0987292277615, 605.3958944281525, 822.6080156402737, 855.6402737047898, 962.7448680351906], ""gaussian_noise_sigma_normalized"": 0.0213821197809127, ""intensity_gamma"": 1.3186766487350554, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.8617559163532758, ""index_start"": 218, ""index_stop"": 254}, {""factor"": 0.9287962567704813, ""index_start"": 519, ""index_stop"": 547}]}"
PARENT_0859__AUG_0086,PARENT_0859,Lab-acquired DUV spectra__DUV-Olivine,Olivine,Olivine,Olivine,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0859__AUG_0086.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 1, ""detected_band_positions_cm-1"": [2332.09155], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.5573077896218032, ""weak_band_attenuation_windows"": []}"
PARENT_0835__AUG_0087,PARENT_0835,Lab-acquired DUV spectra__DUV-Forsterite,Olivine,Olivine,Forsterite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0835__AUG_0087.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.025949590926610103, ""center_cm-1"": 846.14367, ""sigma_cm-1"": 8.252287871312788}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.01592351883613617, -0.003399023739359529, -0.01706462455209284], ""detected_band_count"": 1, ""detected_band_positions_cm-1"": [846.14367], ""gaussian_noise_sigma_normalized"": 0.02285063672667354, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.7523394629769695, ""index_start"": 1025, ""index_stop"": 1061}, {""factor"": 0.8943259404757441, ""index_start"": 198, ""index_stop"": 218}, {""factor"": 0.8433011972140898, ""index_start"": 1307, ""index_stop"": 1377}]}"
PARENT_0271__AUG_0088,PARENT_0271,RRUFF database__R050117,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0271__AUG_0088.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.02708140747076726, 0.0005626765847351692, 0.03238783965258034], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [301.0987292277615, 605.3958944281525, 822.6080156402737, 855.6402737047898, 962.7448680351906], ""gaussian_noise_sigma_normalized"": 0.020476045463294984, ""intensity_gamma"": 1.2531242452875104, ""symmetric_broadening_alpha"": 0.25019194977039844, ""weak_band_attenuation_windows"": []}"
PARENT_0289__AUG_0089,PARENT_0289,RRUFF database__R100099,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0289__AUG_0089.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0018958169508207705, 0.0008487729395946592, 0.005357991171493928], ""detected_band_count"": 6, ""detected_band_positions_cm-1"": [305.1026392961877, 608.3988269794721, 825.6109481915934, 857.6422287390029, 1176.9540566959922, 1215.9921798631476], ""gaussian_noise_sigma_normalized"": 0.005044354550696806, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.7671588616020136, ""index_start"": 230, ""index_stop"": 290}, {""factor"": 0.800088743471324, ""index_start"": 908, ""index_stop"": 952}, {""factor"": 0.8866874665342335, ""index_start"": 599, ""index_stop"": 647}]}"
PARENT_0289__AUG_0090,PARENT_0289,RRUFF database__R100099,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0289__AUG_0090.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.023970396853647356, -0.016797493217817993, -0.016715637347038605], ""detected_band_count"": 6, ""detected_band_positions_cm-1"": [305.1026392961877, 608.3988269794721, 825.6109481915934, 857.6422287390029, 1176.9540566959922, 1215.9921798631476], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.3241759142700806, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0263__AUG_0091,PARENT_0263,RRUFF database__R040018,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0263__AUG_0091.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.0002943725277279111, 0.009191724288035422, 0.016570575027658997], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [586.377321603128, 822.6080156402737, 854.6392961876833, 918.7018572825024, 958.7409579667644], ""gaussian_noise_sigma_normalized"": 0.017765244300991648, ""intensity_gamma"": 1.313809939264871, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.7799510608275029, ""index_start"": 151, ""index_stop"": 191}]}"
PARENT_0835__AUG_0092,PARENT_0835,Lab-acquired DUV spectra__DUV-Forsterite,Olivine,Olivine,Forsterite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0835__AUG_0092.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 1, ""detected_band_positions_cm-1"": [846.14367], ""gaussian_noise_sigma_normalized"": 0.022440437622596215, ""intensity_gamma"": 1.0037671607175782, ""symmetric_broadening_alpha"": 0.4790691992570214, ""weak_band_attenuation_windows"": []}"
PARENT_0275__AUG_0093,PARENT_0275,RRUFF database__X050081,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0275__AUG_0093.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0074605888477091535, 0.017453886452168978, -0.001196034848726446], ""detected_band_count"": 7, ""detected_band_positions_cm-1"": [302.09970674486806, 437.2316715542522, 605.3958944281525, 822.6080156402737, 854.6392961876833, 880.6647116324535, 960.7429130009776], ""gaussian_noise_sigma_normalized"": 0.019449636306220434, ""intensity_gamma"": 0.8081721371438573, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0831__AUG_0094,PARENT_0831,Lab-acquired DUV spectra__DUV-Fayalite,Olivine,Olivine,Fayalite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0831__AUG_0094.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.05590249300361376, ""center_cm-1"": 986.03416, ""sigma_cm-1"": 9.602497945164755}, {""amplitude"": 0.008268081736266489, ""center_cm-1"": 1435.23807, ""sigma_cm-1"": 8.356585863048668}, {""amplitude"": 0.047279667286620905, ""center_cm-1"": 1508.29199, ""sigma_cm-1"": 9.230997279659224}, {""amplitude"": -0.035226495792648256, ""center_cm-1"": 1554.92216, ""sigma_cm-1"": 6.03264910248907}, {""amplitude"": 0.05308941183092121, ""center_cm-1"": 1780.30128, ""sigma_cm-1"": 8.218687410545261}, {""amplitude"": 0.006788280915710987, ""center_cm-1"": 2327.42853, ""sigma_cm-1"": 7.706603966617207}, {""amplitude"": -0.0017178601766315305, ""center_cm-1"": 2328.98287, ""sigma_cm-1"": 4.0005028644668625}, {""amplitude"": -0.059688709884928866, ""center_cm-1"": 2330.53721, ""sigma_cm-1"": 8.708474422975131}, {""amplitude"": 0.05168674311527467, ""center_cm-1"": 2332.09155, ""sigma_cm-1"": 9.166846874214368}, {""amplitude"": 0.004544278995038925, ""center_cm-1"": 2339.86324, ""sigma_cm-1"": 9.334860863187906}, {""amplitude"": 0.011039081157406233, ""center_cm-1"": 2496.85146, ""sigma_cm-1"": 7.023488226625558}, {""amplitude"": 0.05656090209431118, ""center_cm-1"": 3174.54317, ""sigma_cm-1"": 6.340580461148578}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [986.03416, 1435.23807, 1508.29199, 1554.92216, 1780.30128, 2327.42853, 2328.98287, 2330.53721, 2332.09155, 2339.86324, 2496.85146, 3174.54317], ""gaussian_noise_sigma_normalized"": 0.01177851240328907, ""intensity_gamma"": 1.1854438593894305, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0272__AUG_0095,PARENT_0272,RRUFF database__R050117,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0272__AUG_0095.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.028757258453159153, 0.01702620702136191, -0.02475781766959655], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [302.09970674486806, 823.6089931573803, 855.6402737047898, 881.6656891495601, 960.7429130009776], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 0.7896701498845102, ""symmetric_broadening_alpha"": 0.28900337472169013, ""weak_band_attenuation_windows"": []}"
PARENT_0273__AUG_0096,PARENT_0273,RRUFF database__R050117,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0273__AUG_0096.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.010640554528837519, 0.005114884467543429, 0.0037053310349006168], ""detected_band_count"": 4, ""detected_band_positions_cm-1"": [582.3734115347019, 821.6070381231672, 852.6373411534702, 957.739980449658], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.0988353872293164, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.8433826494595252, ""index_start"": 0, ""index_stop"": 38}, {""factor"": 0.7773447509061533, ""index_start"": 30, ""index_stop"": 58}]}"
PARENT_0271__AUG_0097,PARENT_0271,RRUFF database__R050117,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0271__AUG_0097.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [301.0987292277615, 605.3958944281525, 822.6080156402737, 855.6402737047898, 962.7448680351906], ""gaussian_noise_sigma_normalized"": 0.02300662862308613, ""intensity_gamma"": 0.8751655823485458, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0285__AUG_0098,PARENT_0285,RRUFF database__R060535,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0285__AUG_0098.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.001403162182174263, -0.010765837516798838, 0.009522115597137793], ""detected_band_count"": 7, ""detected_band_positions_cm-1"": [542.3343108504398, 589.3802541544477, 753.5405669599218, 823.6089931573803, 855.6402737047898, 919.702834799609, 961.743890518084], ""gaussian_noise_sigma_normalized"": 0.00712784839986248, ""intensity_gamma"": 1.1839211671067202, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0270__AUG_0099,PARENT_0270,RRUFF database__R040057,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0270__AUG_0099.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [300.09775171065496, 601.3919843597263, 821.6070381231672, 853.6383186705767, 956.7390029325512], ""gaussian_noise_sigma_normalized"": 0.011381790881251304, ""intensity_gamma"": 1.027173570148655, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0265__AUG_0100,PARENT_0265,RRUFF database__R040052,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0265__AUG_0100.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [305.1026392961877, 608.3988269794721, 825.6109481915934, 857.6422287390029, 966.7487781036168], ""gaussian_noise_sigma_normalized"": 0.007268018151697468, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0282__AUG_0101,PARENT_0282,RRUFF database__X050090.4,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0282__AUG_0101.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 6, ""detected_band_positions_cm-1"": [314.11143695014664, 422.217008797654, 819.6050830889541, 852.6373411534702, 953.7360703812316, 1120.8993157380255], ""gaussian_noise_sigma_normalized"": 0.020817599985136107, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0288__AUG_0102,PARENT_0288,RRUFF database__R100099,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0288__AUG_0102.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [306.10361681329425, 825.6109481915934, 857.6422287390029, 882.6666666666666, 965.7478005865104], ""gaussian_noise_sigma_normalized"": 0.012446170029105353, ""intensity_gamma"": 1.2106288278267407, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0289__AUG_0103,PARENT_0289,RRUFF database__R100099,Olivine,Olivine,Forsterite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0289__AUG_0103.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 6, ""detected_band_positions_cm-1"": [305.1026392961877, 608.3988269794721, 825.6109481915934, 857.6422287390029, 1176.9540566959922, 1215.9921798631476], ""gaussian_noise_sigma_normalized"": 0.012905962489797213, ""intensity_gamma"": 0.9439072268876133, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.79017452024033, ""index_start"": 298, ""index_stop"": 332}, {""factor"": 0.817181369861922, ""index_start"": 890, ""index_stop"": 920}]}"
