spectrum_id,source_type_normalized,training_role,split_v2,label_category_final,mineral_species_final,raman_qc_decision,raman_qc_reason,qc_snr_robust,qc_band_count,qc_top_band_prominence,qc_continuum_fraction,qc_spike_fraction,rruff_status,file_path
PARENT_0211,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,305.09508552660236,10,0.9999999999999999,0.01715558900870489,0.053763440860215055,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Microcline__R050054__Raman__532__0__unoriented__Raman_Data_RAW__21201.csv
PARENT_0212,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,955.0983321088306,5,0.9999999999999996,0.595483265465573,0.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Microcline__R050054__Raman__785__0__unoriented__Raman_Data_RAW__21203.csv
PARENT_0213,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,225.90019031267795,10,1.0,0.4053382929777295,0.02346041055718475,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Microcline__R050150__Raman__514__0__unoriented__Raman_Data_RAW__10164.csv
PARENT_0214,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,509.0515862972584,6,0.3270100139143561,0.3309414364004455,0.004887585532746823,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Microcline__R050150__Raman__532__0__unoriented__Raman_Data_RAW__27529.csv
PARENT_0215,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,2046.374049389626,3,0.9999999999999999,0.4977413847328859,0.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Microcline__R050150__Raman__780__0__unoriented__Raman_Data_RAW__27531.csv
PARENT_0216,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,304.2928197248399,5,1.0,0.32440566177161506,0.02932551319648094,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Microcline__R050193__Raman__514__0__unoriented__Raman_Data_RAW__10217.csv
PARENT_0217,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,1535.2583709080302,4,0.9999999999999984,0.551216636433273,0.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Microcline__R050193__Raman__780__0__unoriented__Raman_Data_RAW__27807.csv
PARENT_0218,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,490.40743113859463,6,0.9999999999999986,0.0003697414234265714,0.05865102639296188,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Microcline__R050193__Raman__532__0__unoriented__Raman_Data_RAW__27811.csv
PARENT_0219,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,K-Feldspar,Microcline,manual_review_keep_in_metadata,high_cosmic_spike_or_discontinuity_fraction,843.2640365687535,6,0.9999999999999987,0.01602725402627773,0.09775171065493646,The identification of this mineral has been determined only by Raman spectroscopy,d:\dyt\raman\pigeonite\data\Microcline__X050117__Raman__785__0__unoriented__Raman_Data_Processed__6612.csv
PARENT_0220,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,277.3859102507435,10,0.9999999999999981,0.2603727156719787,0.021505376344086023,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,d:\dyt\raman\pigeonite\data\Microcline__R120005__Raman__532__0__unoriented__Raman_Data_RAW__36362.csv
PARENT_0221,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,354.8787889166537,11,0.9999999999999981,0.3449678555490777,0.03812316715542522,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,d:\dyt\raman\pigeonite\data\Microcline__R120005__Raman__780__0__unoriented__Raman_Data_RAW__36364.csv
PARENT_0222,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,597.0336366882791,5,0.9999999999999997,0.3123613795819563,0.04887585532746823,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,d:\dyt\raman\pigeonite\data\Microcline__R150015__Raman__532__0__unoriented__Raman_Data_RAW__39182.csv
PARENT_0223,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Microcline,main_training_keep,passes_provenance_and_spectral_quality_checks,908.3500350721167,3,0.9999999999999988,0.5442505666696323,0.007820136852394917,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,d:\dyt\raman\pigeonite\data\Microcline__R150015__Raman__780__0__unoriented__Raman_Data_RAW__39184.csv
PARENT_0225,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,266.3474116869529,3,1.0,0.34276944809426296,0.016617790811339198,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Orthoclase__R040055__Raman__514__0__unoriented__Raman_Data_RAW__9391.csv
PARENT_0226,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,280.65536298215386,4,0.9164482643340601,0.09037729927664898,0.021505376344086023,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Orthoclase__R040055__Raman__785__0__unoriented__Raman_Data_RAW__15130.csv
PARENT_0227,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,330.833278704942,6,0.9999999999999999,0.03116494160915795,0.024437927663734114,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Orthoclase__R040055__Raman__532__0__unoriented__Raman_Data_RAW__15132.csv
PARENT_0228,RRUFF database,visible_nir_supervised_reference,val,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,628.0809750407744,4,1.0,0.04215590861896569,0.04887585532746823,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,d:\dyt\raman\pigeonite\data\Orthoclase__R050185__Raman__514__0__unoriented__Raman_Data_RAW__10205.csv
PARENT_0229,RRUFF database,visible_nir_supervised_reference,val,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,668.9155354790825,6,0.942094870840431,0.10886745973496578,0.042033235581622676,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,d:\dyt\raman\pigeonite\data\Orthoclase__R050185__Raman__532__0__unoriented__Raman_Data_RAW__28160.csv
PARENT_0230,RRUFF database,visible_nir_supervised_reference,val,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,785.2805130142714,3,0.9999999999999865,0.5437374482383238,0.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,d:\dyt\raman\pigeonite\data\Orthoclase__R050185__Raman__780__0__unoriented__Raman_Data_RAW__28162.csv
PARENT_0231,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,K-Feldspar,Orthoclase,manual_review_keep_in_metadata,high_cosmic_spike_or_discontinuity_fraction,1120.5145297486138,4,0.9999999999999979,9.37826038362922e-05,0.08504398826979472,The identification of this mineral has been determined only by Raman spectroscopy,d:\dyt\raman\pigeonite\data\Orthoclase__X050124.3__Raman__785__0__unoriented__Raman_Data_Processed__6629.csv
PARENT_0232,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,K-Feldspar,Orthoclase,manual_review_keep_in_metadata,rruff_identification_status_low_confidence,399.7631849465149,4,0.9999999999999992,0.0013768709709869084,0.04007820136852395,The identification of this mineral has been determined only by Raman spectroscopy,d:\dyt\raman\pigeonite\data\Orthoclase__X050125__Raman__785__0__unoriented__Raman_Data_Processed__6631.csv
PARENT_0233,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,K-Feldspar,Orthoclase,manual_review_keep_in_metadata,high_cosmic_spike_or_discontinuity_fraction,1972.1921285220399,4,0.9999999999999998,0.0036739678584712817,0.10752688172043011,The identification of this mineral has been determined only by Raman spectroscopy,d:\dyt\raman\pigeonite\data\Orthoclase__X050126__Raman__785__0__unoriented__Raman_Data_Processed__6632.csv
PARENT_0234,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,K-Feldspar,Orthoclase,manual_review_keep_in_metadata,high_cosmic_spike_or_discontinuity_fraction,1201.2094795192138,4,0.9999999999999998,0.004554148490872193,0.10263929618768329,The identification of this mineral has been determined only by Raman spectroscopy,d:\dyt\raman\pigeonite\data\Orthoclase__X050123.4__Raman__785__0__unoriented__Raman_Data_Processed__5992.csv
PARENT_0235,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,497.6345453124434,5,0.9999999999999992,0.012025620782485019,0.047898338220918865,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Orthoclase__R050367__Raman__532__0__unoriented__Raman_Data_RAW__29606.csv
PARENT_0236,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,960.5549558166774,14,0.9999999999999946,0.6265632407054027,0.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Orthoclase__R050367__Raman__780__0__unoriented__Raman_Data_RAW__29608.csv
PARENT_0237,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,K-Feldspar,Orthoclase,manual_review_keep_in_metadata,high_cosmic_spike_or_discontinuity_fraction,1176.1630713824898,4,0.9999999999999999,0.02828539892081138,0.10557184750733138,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Orthoclase__R060077__Raman__532__0__unoriented__Raman_Data_RAW__27545.csv
PARENT_0238,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,659.7735696562527,5,0.9999999999999999,0.005270950044441791,0.04594330400782014,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Orthoclase__R070001__Raman__532__0__unoriented__Raman_Data_RAW__16777.csv
PARENT_0239,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,353.9090230257908,5,0.9999999999999999,0.29998272215850236,0.02541544477028348,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Orthoclase__R070001__Raman__785__0__unoriented__Raman_Data_RAW__16779.csv
PARENT_0240,RRUFF database,visible_nir_supervised_reference,test,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,401.0322229665723,6,0.9999999999999979,0.2919690033289205,0.04007820136852395,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,d:\dyt\raman\pigeonite\data\Orthoclase__R150014__Raman__532__0__unoriented__Raman_Data_RAW__39207.csv
PARENT_0241,RRUFF database,visible_nir_supervised_reference,test,K-Feldspar,Orthoclase,main_training_keep,passes_provenance_and_spectral_quality_checks,1250.8300315922697,5,0.9999999999999946,0.5359179144459549,0.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,d:\dyt\raman\pigeonite\data\Orthoclase__R150014__Raman__780__0__unoriented__Raman_Data_RAW__39209.csv
PARENT_0246,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,K-Feldspar,Sanidine,manual_review_keep_in_metadata,high_cosmic_spike_or_discontinuity_fraction,1424.8802484086525,3,0.9999999999999984,0.0035171730369124147,0.08699902248289346,The identification of this mineral has been determined by Raman spectroscopy and chemical analysis,d:\dyt\raman\pigeonite\data\Sanidine__X050140__Raman__785__0__unoriented__Raman_Data_Processed__6659.csv
PARENT_0247,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,K-Feldspar,Sanidine,manual_review_keep_in_metadata,high_cosmic_spike_or_discontinuity_fraction,1136.1330365360964,3,0.9938029265681431,0.03473717420949742,0.08895405669599218,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Sanidine__R060313__Raman__532__0__unoriented__Raman_Data_RAW__34072.csv
PARENT_0248,RRUFF database,visible_nir_supervised_reference,train,K-Feldspar,Sanidine,main_training_keep,passes_provenance_and_spectral_quality_checks,913.8815929993739,4,0.9999999999999993,0.04730294456301953,0.05180840664711633,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\data\Sanidine__R060313__Raman__780__0__unoriented__Raman_Data_RAW__34074.csv
PARENT_0618,RRUFF database,visible_nir_supervised_reference,val,Mica,Annite,main_training_keep,passes_provenance_and_spectral_quality_checks,100.5786909654824,6,0.8487107309236415,0.12464492919321428,0.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Annite__R060204__Raman__514__0__unoriented__Raman_Data_RAW__8408.csv
PARENT_0619,RRUFF database,visible_nir_supervised_reference,val,Mica,Annite,main_training_keep,passes_provenance_and_spectral_quality_checks,1707.6585278055713,3,0.9999999999999996,0.11236303936312547,0.05493630573248408,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Annite__R060204__Raman__532__0__unoriented__Raman_Data_RAW__33303.csv
PARENT_0620,RRUFF database,visible_nir_supervised_reference,val,Mica,Annite,main_training_keep,passes_provenance_and_spectral_quality_checks,561.8158296114655,3,0.5103711244528442,0.10937637080927524,0.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Annite__R060204__Raman__780__0__unoriented__Raman_Data_RAW__33305.csv
PARENT_0621,RRUFF database,visible_nir_supervised_reference,train,Mica,Annite,main_training_keep,passes_provenance_and_spectral_quality_checks,585.6536445206251,6,0.5197242920213965,0.13809723621735817,0.005968961400716275,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Annite__R060211__Raman__532__0__unoriented__Raman_Data_RAW__39792.csv
PARENT_0622,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,Mica,Annite,manual_review_keep_in_metadata,phyllosilicate_without_detected_diagnostic_bands,1999.8750755551478,0,0.0,0.0764597500287214,0.01292929292929293,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Annite__R060211__Raman__780__0__unoriented__Raman_Data_RAW__39794.csv
PARENT_0671,RRUFF database,visible_nir_supervised_reference,train,Mica,Kinoshitalite,main_training_keep,passes_provenance_and_spectral_quality_checks,861.2239333651619,9,0.8777243531586637,0.3833074248923961,0.005695687550854353,The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Kinoshitalite__R070656__Raman__780__0__unoriented__Raman_Data_RAW__23928.csv
PARENT_0672,RRUFF database,visible_nir_supervised_reference,train,Mica,Kinoshitalite,main_training_keep,passes_provenance_and_spectral_quality_checks,502.6106338850912,4,0.1390298882212121,0.24492000551209595,0.0,The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Kinoshitalite__R070656__Raman__532__0__unoriented__Raman_Data_RAW__23930.csv
PARENT_0677,RRUFF database,visible_nir_supervised_reference,train,Mica,Margarite,main_training_keep,passes_provenance_and_spectral_quality_checks,1147.2710513428508,3,0.1106961468585652,0.6015603904177136,0.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Margarite__R060839__Raman__532__0__unoriented__Raman_Data_RAW__12926.csv
PARENT_0678,RRUFF database,visible_nir_supervised_reference,train,Mica,Margarite,main_training_keep,passes_provenance_and_spectral_quality_checks,607.2159501321381,4,0.9999999999999998,0.49913426945834977,0.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Margarite__R060839__Raman__785__0__unoriented__Raman_Data_RAW__16831.csv
PARENT_0685,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,232.30746432529307,10,1.0,0.12103702237425909,0.027598896044158234,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040104__Raman__514__0__unoriented__Raman_Data_RAW__9500.csv
PARENT_0686,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,704.0524084866524,8,0.9356874914125368,0.057640753126073224,0.03158344003414426,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040104__Raman__532__0__unoriented__Raman_Data_RAW__15840.csv
PARENT_0687,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,599.3430148409066,9,0.8765519936768521,0.07517763391409213,0.02904040404040404,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040104__Raman__785__0__unoriented__Raman_Data_RAW__15842.csv
PARENT_0688,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,225.6778003967939,7,1.0,0.03628311642771348,0.026833631484794274,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040108__Raman__514__0__unoriented__Raman_Data_RAW__9508.csv
PARENT_0689,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,283.0324940484629,9,0.9999999999999998,0.02743027118663207,0.007021891780256092,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040108__Raman__532__0__unoriented__Raman_Data_RAW__19539.csv
PARENT_0690,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,502.289938190431,7,0.652701310465492,0.23870865545002354,0.022939677145284623,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040108__Raman__785__0__unoriented__Raman_Data_RAW__19541.csv
PARENT_0691,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,178.44419028380975,5,0.9999999999999999,0.5383784934180077,0.008348794063079777,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040124__Raman__514__0__unoriented__Raman_Data_RAW__9534.csv
PARENT_0692,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,444.6937040817437,9,0.9999999999999998,0.06306598734347516,0.01625659050966608,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040124__Raman__785__0__unoriented__Raman_Data_RAW__19730.csv
PARENT_0693,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,545.4325304019211,8,0.9999999999999998,0.04868632370482607,0.024484536082474227,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R040124__Raman__532__0__unoriented__Raman_Data_RAW__19731.csv
PARENT_0694,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,192.28018834095187,3,0.2886983456579594,0.2544376825855869,0.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050080__Raman__514__0__unoriented__Raman_Data_RAW__10045.csv
PARENT_0695,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,963.7962032769839,4,0.22606445379970944,0.3534177624873472,0.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050080__Raman__532__0__unoriented__Raman_Data_RAW__21444.csv
PARENT_0696,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,403.5729735930254,9,0.7164363941300399,0.10401652692264003,0.008791208791208791,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050080__Raman__785__0__unoriented__Raman_Data_RAW__21446.csv
PARENT_0697,RRUFF database,visible_nir_supervised_reference,val,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,267.517653881751,9,1.0,0.006483488974886227,0.030276046304541407,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050188__Raman__514__0__unoriented__Raman_Data_RAW__10209.csv
PARENT_0698,RRUFF database,visible_nir_supervised_reference,val,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,733.6645850305141,8,0.9999999999999941,0.13967253396084559,0.022700119474313024,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050188__Raman__532__0__unoriented__Raman_Data_RAW__30078.csv
PARENT_0699,RRUFF database,visible_nir_supervised_reference,val,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,976.8613258105888,5,0.7780744743148349,0.10043595978500888,0.03315810756166599,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050188__Raman__780__0__unoriented__Raman_Data_RAW__30080.csv
PARENT_0700,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,1341.7725252919272,3,0.0632156618561721,0.7360999928571138,0.014735165272799682,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050198__Raman__532__0__unoriented__Raman_Data_RAW__30431.csv
PARENT_0701,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,1009.9332863002943,4,0.6731697875104028,0.23427948780757357,0.01940962393853619,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R050198__Raman__780__0__unoriented__Raman_Data_RAW__30433.csv
PARENT_0702,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,Mica,Muscovite,manual_review_keep_in_metadata,rruff_identification_status_low_confidence,349.9165234737749,5,0.9999999999999953,0.0011266727083989107,0.042602633617350893,The identification of this mineral has been determined only by Raman spectroscopy,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__X050119__Raman__785__0__unoriented__Raman_Data_Processed__6616.csv
PARENT_0703,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,933.5907730695799,7,0.9999999999999987,0.06806860277665144,0.04259554140127388,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R060182__Raman__532__0__unoriented__Raman_Data_RAW__33205.csv
PARENT_0704,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,916.6063813538686,3,0.23980240730277552,0.039281945629452246,0.025050505050505052,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R060182__Raman__780__0__unoriented__Raman_Data_RAW__33207.csv
PARENT_0705,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,Mica,Muscovite,manual_review_keep_in_metadata,continuum_or_fluorescence_dominated_weak_raman_bands;phyllosilicate_without_detected_diagnostic_bands,1233.8226981620844,0,0.0,0.8739004942248739,0.005173099880620772,The identification of this mineral has been made only by X-ray diffraction.,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R060266__Raman__532__0__unoriented__Raman_Data_RAW__33981.csv
PARENT_0706,RRUFF database,visible_nir_supervised_reference,train,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,308.28052698789253,7,0.1998431844832989,0.6508046744987926,0.0,The identification of this mineral has been made only by X-ray diffraction.,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R060266__Raman__780__0__unoriented__Raman_Data_RAW__33983.csv
PARENT_0707,RRUFF database,visible_nir_supervised_reference,test,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,858.7281181221898,5,0.5152817513436573,0.23724275416624238,0.014607679465776294,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R061120__Raman__532__0__unoriented__Raman_Data_RAW__16359.csv
PARENT_0708,RRUFF database,visible_nir_supervised_reference,test,Mica,Muscovite,main_training_keep,passes_provenance_and_spectral_quality_checks,1174.4728468662413,7,0.9999999999999999,0.4408400318050392,0.009157509157509158,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R061120__Raman__785__0__unoriented__Raman_Data_RAW__18684.csv
PARENT_0709,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,Mica,Muscovite,manual_review_keep_in_metadata,rruff_identification_status_low_confidence,873.8706373337018,8,0.9999999999999988,0.05851169442624494,0.029880478087649404,The identification of this mineral is not yet confirmed.,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R100147__Raman__532__0__unoriented__Raman_Data_RAW__34575.csv
PARENT_0710,RRUFF database,visible_nir_supervised_reference,reference_qc_excluded,Mica,Muscovite,manual_review_keep_in_metadata,rruff_identification_status_low_confidence,807.9810822984658,6,0.4624815628256023,0.16285419019935257,0.029911075181891674,The identification of this mineral is not yet confirmed.,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Muscovite__R100147__Raman__780__0__unoriented__Raman_Data_RAW__34573.csv
PARENT_0723,RRUFF database,visible_nir_supervised_reference,train,Mica,Paragonite,main_training_keep,passes_provenance_and_spectral_quality_checks,225.38790604642594,1,0.08626261434708264,0.21835494849981,0.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\Paragonite__R050447__Raman__514__0__unoriented__Raman_Data_RAW__10894.csv
